Gene stable ID,Gene name,Human gene name,Human homology type
ENSMFAG00000035848,,FAM209B,ortholog_many2many
ENSMFAG00000060457,Metazoa_SRP,,
ENSMFAG00000059219,,,
ENSMFAG00000051973,,,
ENSMFAG00000043228,TMEM156,TMEM156,ortholog_one2one
ENSMFAG00000031441,DEPDC5,DEPDC5,ortholog_one2one
ENSMFAG00000060275,5_8S_rRNA,RNA5-8SN2,ortholog_many2many
ENSMFAG00000060275,5_8S_rRNA,5_8S_rRNA,ortholog_many2many
ENSMFAG00000060275,5_8S_rRNA,RNA5-8SN4,ortholog_many2many
ENSMFAG00000060275,5_8S_rRNA,RNA5-8SN3,ortholog_many2many
ENSMFAG00000060275,5_8S_rRNA,RNA5-8SN5,ortholog_many2many
ENSMFAG00000042211,LHFPL7,LHFPL7,ortholog_one2one
ENSMFAG00000060917,,,
ENSMFAG00000013704,Y_RNA,,
ENSMFAG00000051225,,,
ENSMFAG00000057437,,,
ENSMFAG00000035770,NUP50,NUP50,ortholog_one2one
ENSMFAG00000054696,,,
ENSMFAG00000053866,,,
ENSMFAG00000034564,TMEM239,TMEM239,ortholog_one2one
ENSMFAG00000064965,,,
ENSMFAG00000049056,,,
ENSMFAG00000050571,,,
ENSMFAG00000036238,MIR1306,MIR1306,ortholog_one2one
ENSMFAG00000046392,,FAM209A,ortholog_many2many
ENSMFAG00000046392,,FAM209B,ortholog_many2many
ENSMFAG00000001027,,,
ENSMFAG00000010510,Y_RNA,,
ENSMFAG00000063819,,,
ENSMFAG00000035085,MIR3618,MIR3618,ortholog_one2one
ENSMFAG00000044476,MCM8,MCM8,ortholog_one2one
ENSMFAG00000045551,SLC2A3,SLC2A3,ortholog_one2one
ENSMFAG00000003999,C20orf141,C20orf141,ortholog_one2one
ENSMFAG00000058451,Metazoa_SRP,,
ENSMFAG00000022639,,,
ENSMFAG00000057850,,,
ENSMFAG00000057436,,,
ENSMFAG00000044780,ZCCHC3,ZCCHC3,ortholog_one2one
ENSMFAG00000004040,TFAP2C,TFAP2C,ortholog_one2one
ENSMFAG00000051053,,,
ENSMFAG00000055443,,,
ENSMFAG00000030049,,,
ENSMFAG00000042012,KLHL5,KLHL5,ortholog_one2one
ENSMFAG00000034209,RAPGEF3,RAPGEF3,ortholog_one2one
ENSMFAG00000059452,5_8S_rRNA,RNA5-8SN2,ortholog_many2many
ENSMFAG00000059452,5_8S_rRNA,5_8S_rRNA,ortholog_many2many
ENSMFAG00000059452,5_8S_rRNA,RNA5-8SN4,ortholog_many2many
ENSMFAG00000059452,5_8S_rRNA,RNA5-8SN3,ortholog_many2many
ENSMFAG00000059452,5_8S_rRNA,RNA5-8SN5,ortholog_many2many
ENSMFAG00000055894,,,
ENSMFAG00000059166,,,
ENSMFAG00000049907,Metazoa_SRP,,
ENSMFAG00000051310,,,
ENSMFAG00000064390,DEFB132,DEFB132,ortholog_one2one
ENSMFAG00000048584,Metazoa_SRP,,
ENSMFAG00000052128,,,
ENSMFAG00000003356,CPXM1,CPXM1,ortholog_one2one
ENSMFAG00000044139,KIAA1671,KIAA1671,ortholog_one2one
ENSMFAG00000052884,,,
ENSMFAG00000055464,,,
ENSMFAG00000002098,,,
ENSMFAG00000006159,U6,RNU6-1146P,ortholog_one2one
ENSMFAG00000057955,Metazoa_SRP,RN7SL531P,ortholog_one2many
ENSMFAG00000011257,Metazoa_SRP,RN7SL170P,ortholog_one2one
ENSMFAG00000065433,Metazoa_SRP,,
ENSMFAG00000057255,PCDHGA10,PCDHGA10,ortholog_one2one
ENSMFAG00000054567,U6,RNU6-929P,ortholog_one2one
ENSMFAG00000029355,DEFB129,DEFB129,ortholog_one2one
ENSMFAG00000063334,,,
ENSMFAG00000020750,U4,,
ENSMFAG00000055941,Metazoa_SRP,,
ENSMFAG00000046676,,,
ENSMFAG00000056223,,,
ENSMFAG00000051162,Metazoa_SRP,,
ENSMFAG00000059084,,,
ENSMFAG00000042783,FMNL3,FMNL3,ortholog_one2one
ENSMFAG00000047858,,,
ENSMFAG00000052134,,,
ENSMFAG00000041388,ECHDC3,ECHDC3,ortholog_one2one
ENSMFAG00000019528,Metazoa_SRP,RN7SL68P,ortholog_one2one
ENSMFAG00000003500,DEFB128,DEFB128,ortholog_one2one
ENSMFAG00000061011,,,
ENSMFAG00000001153,POLR3H,POLR3H,ortholog_one2one
ENSMFAG00000049788,5_8S_rRNA,RNA5-8SN2,ortholog_many2many
ENSMFAG00000049788,5_8S_rRNA,5_8S_rRNA,ortholog_many2many
ENSMFAG00000049788,5_8S_rRNA,RNA5-8SN4,ortholog_many2many
ENSMFAG00000049788,5_8S_rRNA,RNA5-8SN3,ortholog_many2many
ENSMFAG00000049788,5_8S_rRNA,RNA5-8SN5,ortholog_many2many
ENSMFAG00000057401,,,
ENSMFAG00000047917,,,
ENSMFAG00000061096,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000038766,SLC48A1,SLC48A1,ortholog_one2one
ENSMFAG00000049002,,,
ENSMFAG00000032242,BMP7,BMP7,ortholog_one2one
ENSMFAG00000054532,,,
ENSMFAG00000041339,PHF21B,PHF21B,ortholog_one2one
ENSMFAG00000051450,,,
ENSMFAG00000000629,UBE2W,UBE2W,ortholog_one2one
ENSMFAG00000034512,DEFB127,DEFB127,ortholog_one2one
ENSMFAG00000057352,,DRICH1,ortholog_one2many
ENSMFAG00000032692,PTPN20,PTPN20,ortholog_one2one
ENSMFAG00000050412,,,
ENSMFAG00000032496,KLRK1,KLRK1,ortholog_one2one
ENSMFAG00000032476,,,
ENSMFAG00000062789,5_8S_rRNA,RNA5-8SN2,ortholog_many2many
ENSMFAG00000062789,5_8S_rRNA,5_8S_rRNA,ortholog_many2many
ENSMFAG00000062789,5_8S_rRNA,RNA5-8SN4,ortholog_many2many
ENSMFAG00000062789,5_8S_rRNA,RNA5-8SN3,ortholog_many2many
ENSMFAG00000062789,5_8S_rRNA,RNA5-8SN5,ortholog_many2many
ENSMFAG00000044360,TRMT6,TRMT6,ortholog_one2one
ENSMFAG00000030660,PROSER2,PROSER2,ortholog_one2one
ENSMFAG00000038448,DEFB126,DEFB126,ortholog_one2one
ENSMFAG00000058257,,,
ENSMFAG00000061603,,,
ENSMFAG00000064136,,,
ENSMFAG00000004021,TANGO2,TANGO2,ortholog_one2one
ENSMFAG00000058985,,,
ENSMFAG00000053465,,,
ENSMFAG00000032117,EBF4,EBF4,ortholog_one2one
ENSMFAG00000055994,DEFB125,DEFB125,ortholog_one2one
ENSMFAG00000051823,,,
ENSMFAG00000047419,,,
ENSMFAG00000062897,,,
ENSMFAG00000060512,,,
ENSMFAG00000052824,,IGLL1,ortholog_one2many
ENSMFAG00000057792,,,
ENSMFAG00000051055,,,
ENSMFAG00000062168,U6,RNU6-665P,ortholog_one2one
ENSMFAG00000033610,CHGB,CHGB,ortholog_one2one
ENSMFAG00000051071,,,
ENSMFAG00000061629,,PRB3,ortholog_many2many
ENSMFAG00000061629,,PRB4,ortholog_many2many
ENSMFAG00000029528,DEFB115,DEFB115,ortholog_one2one
ENSMFAG00000003129,PHF5A,PHF5A,ortholog_one2one
ENSMFAG00000050939,Y_RNA,Y_RNA,ortholog_many2many
ENSMFAG00000063801,,,
ENSMFAG00000060568,,,
ENSMFAG00000008892,,,
ENSMFAG00000031364,SPO11,SPO11,ortholog_one2one
ENSMFAG00000063822,,,
ENSMFAG00000054384,,,
ENSMFAG00000008108,Metazoa_SRP,RN7SL760P,ortholog_one2one
ENSMFAG00000053921,,,
ENSMFAG00000047264,,,
ENSMFAG00000062792,,,
ENSMFAG00000019376,,,
ENSMFAG00000057587,,,
ENSMFAG00000031994,RBFOX2,RBFOX2,ortholog_one2one
ENSMFAG00000052431,Metazoa_SRP,,
ENSMFAG00000050303,,PRB3,ortholog_many2many
ENSMFAG00000050303,,PRB4,ortholog_many2many
ENSMFAG00000052249,U6,,
ENSMFAG00000057565,,,
ENSMFAG00000063720,,,
ENSMFAG00000043865,UPF2,UPF2,ortholog_one2one
ENSMFAG00000037000,CRYBB3,CRYBB3,ortholog_one2one
ENSMFAG00000028511,U1,RNU1-55P,ortholog_one2one
ENSMFAG00000054435,,,
ENSMFAG00000018776,DEFB116,DEFB116,ortholog_one2one
ENSMFAG00000065319,,,
ENSMFAG00000014561,U6,,
ENSMFAG00000050500,,,
ENSMFAG00000063575,,IGHV1-24,ortholog_one2one
ENSMFAG00000019801,TOB2,TOB2,ortholog_one2one
ENSMFAG00000051301,DEFB118,DEFB118,ortholog_one2one
ENSMFAG00000041751,,PRB3,ortholog_many2many
ENSMFAG00000041751,,PRB4,ortholog_many2many
ENSMFAG00000009483,Metazoa_SRP,RN7SL20P,ortholog_one2one
ENSMFAG00000057347,5_8S_rRNA,RNA5-8SN2,ortholog_many2many
ENSMFAG00000057347,5_8S_rRNA,5_8S_rRNA,ortholog_many2many
ENSMFAG00000057347,5_8S_rRNA,RNA5-8SN4,ortholog_many2many
ENSMFAG00000057347,5_8S_rRNA,RNA5-8SN3,ortholog_many2many
ENSMFAG00000057347,5_8S_rRNA,RNA5-8SN5,ortholog_many2many
ENSMFAG00000038428,ELOC,ELOC,ortholog_one2one
ENSMFAG00000064833,SHLD1,SHLD1,ortholog_one2one
ENSMFAG00000005056,,,ortholog_one2one
ENSMFAG00000039689,,,
ENSMFAG00000033291,,,
ENSMFAG00000044177,HDAC7,HDAC7,ortholog_one2one
ENSMFAG00000048606,Metazoa_SRP,,
ENSMFAG00000056236,,PRB3,ortholog_many2many
ENSMFAG00000056236,,PRB4,ortholog_many2many
ENSMFAG00000001286,KLRD1,KLRD1,ortholog_one2one
ENSMFAG00000000679,,ANKRD20A1,ortholog_one2many
ENSMFAG00000043509,DEFB119,DEFB119,ortholog_one2one
ENSMFAG00000032777,CRYBB2,CRYBB2,ortholog_one2one
ENSMFAG00000057069,,,
ENSMFAG00000060057,,,
ENSMFAG00000023866,U7,RNU7-60P,ortholog_one2one
ENSMFAG00000002852,DEFB121,DEFB121,ortholog_one2one
ENSMFAG00000056269,Metazoa_SRP,,
ENSMFAG00000048985,,,
ENSMFAG00000015182,Y_RNA,Y_RNA,ortholog_one2many
ENSMFAG00000057882,,,
ENSMFAG00000042505,PRR14L,PRR14L,ortholog_one2one
ENSMFAG00000062081,,,
ENSMFAG00000033476,TEF,TEF,ortholog_one2one
ENSMFAG00000053004,,IGLL1,ortholog_one2many
ENSMFAG00000043344,RAE1,RAE1,ortholog_one2one
ENSMFAG00000053709,,,
ENSMFAG00000058731,,,
ENSMFAG00000063736,Y_RNA,Y_RNA,ortholog_many2many
ENSMFAG00000060511,,,
ENSMFAG00000001104,WDR19,WDR19,ortholog_one2one
ENSMFAG00000054081,,,
ENSMFAG00000047415,,,
ENSMFAG00000055969,,DRICH1,ortholog_one2many
ENSMFAG00000051036,,,
ENSMFAG00000031813,NCKAP5L,NCKAP5L,ortholog_one2one
ENSMFAG00000060818,,,
ENSMFAG00000055320,,,
ENSMFAG00000031230,DEFB123,DEFB123,ortholog_one2one
ENSMFAG00000065240,,,
ENSMFAG00000056187,U6,RNU6-495P,ortholog_one2one
ENSMFAG00000062169,TMEM70,TMEM70,ortholog_one2one
ENSMFAG00000048353,,,
ENSMFAG00000030937,,DEFB124,ortholog_one2one
ENSMFAG00000004477,Metazoa_SRP,RN7SL489P,ortholog_many2many
ENSMFAG00000004477,Metazoa_SRP,RN7SL327P,ortholog_many2many
ENSMFAG00000004477,Metazoa_SRP,RN7SL853P,ortholog_many2many
ENSMFAG00000004477,Metazoa_SRP,RN7SL429P,ortholog_many2many
ENSMFAG00000043808,RBM38,RBM38,ortholog_one2one
ENSMFAG00000056579,,,
ENSMFAG00000000725,ETV6,ETV6,ortholog_one2one
ENSMFAG00000061958,,,
ENSMFAG00000012732,Y_RNA,,
ENSMFAG00000038249,BCDIN3D,BCDIN3D,ortholog_one2one
ENSMFAG00000064030,Metazoa_SRP,,
ENSMFAG00000058422,,,
ENSMFAG00000060835,,,
ENSMFAG00000055172,U6,RNU6-538P,ortholog_many2many
ENSMFAG00000055172,U6,U6,ortholog_many2many
ENSMFAG00000055172,U6,RNU6-1193P,ortholog_many2many
ENSMFAG00000055172,U6,RNU6-1320P,ortholog_many2many
ENSMFAG00000055172,U6,RNU6-1269P,ortholog_many2many
ENSMFAG00000055172,U6,RNU6-599P,ortholog_many2many
ENSMFAG00000055172,U6,RNU6-368P,ortholog_many2many
ENSMFAG00000051744,,,
ENSMFAG00000042890,,RGL4,ortholog_one2many
ENSMFAG00000042556,REM1,REM1,ortholog_one2one
ENSMFAG00000061401,,,
ENSMFAG00000065806,,,
ENSMFAG00000047993,,,
ENSMFAG00000055797,U6,,
ENSMFAG00000062405,,,
ENSMFAG00000031694,ARHGAP8,ARHGAP8,ortholog_one2one
ENSMFAG00000002255,LY96,LY96,ortholog_one2one
ENSMFAG00000061711,,,
ENSMFAG00000058472,,,
ENSMFAG00000043955,FAIM2,FAIM2,ortholog_one2one
ENSMFAG00000056848,,,
ENSMFAG00000038042,ARVCF,ARVCF,ortholog_one2one
ENSMFAG00000052235,,,
ENSMFAG00000064212,,,
ENSMFAG00000002777,GPCPD1,GPCPD1,ortholog_one2one
ENSMFAG00000055510,,,
ENSMFAG00000037965,ZC3H7B,ZC3H7B,ortholog_one2one
ENSMFAG00000060096,,,
ENSMFAG00000063713,Metazoa_SRP,,
ENSMFAG00000058788,,,
ENSMFAG00000062066,,,
ENSMFAG00000047717,,,
ENSMFAG00000047490,5_8S_rRNA,RNA5-8SN2,ortholog_many2many
ENSMFAG00000047490,5_8S_rRNA,5_8S_rRNA,ortholog_many2many
ENSMFAG00000047490,5_8S_rRNA,RNA5-8SN4,ortholog_many2many
ENSMFAG00000047490,5_8S_rRNA,RNA5-8SN3,ortholog_many2many
ENSMFAG00000047490,5_8S_rRNA,RNA5-8SN5,ortholog_many2many
ENSMFAG00000052449,,,
ENSMFAG00000050494,,,
ENSMFAG00000064825,,ANKRD20A1,ortholog_one2many
ENSMFAG00000001274,PISD,PISD,ortholog_one2one
ENSMFAG00000058128,,,
ENSMFAG00000019774,U6,RNU6-1300P,ortholog_one2one
ENSMFAG00000038179,GDF10,GDF10,ortholog_one2one
ENSMFAG00000053062,,,
ENSMFAG00000007060,U6,RNU6-1197P,ortholog_one2one
ENSMFAG00000032814,DHTKD1,DHTKD1,ortholog_one2one
ENSMFAG00000047471,,,
ENSMFAG00000056102,U6,RNU6-538P,ortholog_many2many
ENSMFAG00000056102,U6,U6,ortholog_many2many
ENSMFAG00000056102,U6,RNU6-1193P,ortholog_many2many
ENSMFAG00000056102,U6,RNU6-1320P,ortholog_many2many
ENSMFAG00000056102,U6,RNU6-1269P,ortholog_many2many
ENSMFAG00000056102,U6,RNU6-599P,ortholog_many2many
ENSMFAG00000056102,U6,RNU6-368P,ortholog_many2many
ENSMFAG00000050869,,,
ENSMFAG00000037621,GABARAPL1,GABARAPL1,ortholog_one2one
ENSMFAG00000000513,JPH1,JPH1,ortholog_one2one
ENSMFAG00000032108,GDF2,GDF2,ortholog_one2one
ENSMFAG00000049142,,,
ENSMFAG00000055319,,,
ENSMFAG00000065532,,,
ENSMFAG00000052988,,IGHV3-48,ortholog_one2many
ENSMFAG00000059023,,,
ENSMFAG00000053477,,,
ENSMFAG00000038606,HM13,HM13,ortholog_one2one
ENSMFAG00000052390,GDAP1,GDAP1,ortholog_one2one
ENSMFAG00000030334,COMT,COMT,ortholog_one2one
ENSMFAG00000042087,AQP2,AQP2,ortholog_one2one
ENSMFAG00000058942,,,
ENSMFAG00000039879,,,
ENSMFAG00000032005,,RGL4,ortholog_one2many
ENSMFAG00000056277,,,
ENSMFAG00000031070,IDH3B,IDH3B,ortholog_one2one
ENSMFAG00000009150,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000038867,RBP3,RBP3,ortholog_one2one
ENSMFAG00000012762,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000013149,,MIR320D2,ortholog_one2one
ENSMFAG00000047602,,,
ENSMFAG00000003894,,,
ENSMFAG00000037641,CTCFL,CTCFL,ortholog_one2one
ENSMFAG00000051641,Metazoa_SRP,,
ENSMFAG00000032827,AQP5,AQP5,ortholog_one2one
ENSMFAG00000059252,,TPM4,ortholog_one2many
ENSMFAG00000053019,,,
ENSMFAG00000060051,MIR2052,MIR2052,ortholog_one2one
ENSMFAG00000040856,VDR,VDR,ortholog_one2one
ENSMFAG00000039398,SFI1,SFI1,ortholog_one2one
ENSMFAG00000048498,,,
ENSMFAG00000058952,,ANKRD20A1,ortholog_one2many
ENSMFAG00000064518,,,
ENSMFAG00000048917,APOL6,APOL6,ortholog_one2one
ENSMFAG00000035531,MCM4,MCM4,ortholog_one2one
ENSMFAG00000031904,PI15,PI15,ortholog_one2one
ENSMFAG00000001577,BCL2L14,BCL2L14,ortholog_one2one
ENSMFAG00000064589,,,
ENSMFAG00000050166,,,
ENSMFAG00000037619,ZNF488,ZNF488,ortholog_one2one
ENSMFAG00000065822,U6,RNU6-538P,ortholog_many2many
ENSMFAG00000065822,U6,U6,ortholog_many2many
ENSMFAG00000065822,U6,RNU6-1193P,ortholog_many2many
ENSMFAG00000065822,U6,RNU6-1320P,ortholog_many2many
ENSMFAG00000065822,U6,RNU6-1269P,ortholog_many2many
ENSMFAG00000065822,U6,RNU6-599P,ortholog_many2many
ENSMFAG00000065822,U6,RNU6-368P,ortholog_many2many
ENSMFAG00000047954,,,
ENSMFAG00000053526,PROKR2,PROKR2,ortholog_one2one
ENSMFAG00000050354,ID1,ID1,ortholog_one2one
ENSMFAG00000054608,,,
ENSMFAG00000048538,,,
ENSMFAG00000003316,AQP6,AQP6,ortholog_one2one
ENSMFAG00000059509,,,
ENSMFAG00000018953,U6,RNU6-519P,ortholog_one2one
ENSMFAG00000042315,MB,MB,ortholog_one2one
ENSMFAG00000001981,,POTEB3,ortholog_many2many
ENSMFAG00000001981,,POTEB,ortholog_many2many
ENSMFAG00000001981,,POTEB2,ortholog_many2many
ENSMFAG00000001981,,POTED,ortholog_many2many
ENSMFAG00000001981,,POTEC,ortholog_many2many
ENSMFAG00000001981,,,ortholog_many2many
ENSMFAG00000048846,,,
ENSMFAG00000044863,OLR1,OLR1,ortholog_one2one
ENSMFAG00000051679,U6,RNU6-384P,ortholog_one2one
ENSMFAG00000042488,DIAPH1,DIAPH1,ortholog_one2one
ENSMFAG00000055737,,,
ENSMFAG00000003081,CRISPLD1,CRISPLD1,ortholog_one2one
ENSMFAG00000064525,Metazoa_SRP,,
ENSMFAG00000030609,KIAA1217,KIAA1217,ortholog_one2one
ENSMFAG00000006732,U6,RNU6-88P,ortholog_one2one
ENSMFAG00000060737,,IGHV4-34,ortholog_one2many
ENSMFAG00000039502,TXNRD2,TXNRD2,ortholog_one2one
ENSMFAG00000051863,,,
ENSMFAG00000055029,Metazoa_SRP,,
ENSMFAG00000005834,U6,,
ENSMFAG00000000273,CDS2,CDS2,ortholog_one2one
ENSMFAG00000048205,RASD2,RASD2,ortholog_one2one
ENSMFAG00000059185,,IGHV1-69,ortholog_many2many
ENSMFAG00000059185,,IGHV1-69D,ortholog_many2many
ENSMFAG00000040527,COX4I2,COX4I2,ortholog_one2one
ENSMFAG00000037813,EIF4ENIF1,EIF4ENIF1,ortholog_one2one
ENSMFAG00000059203,,DRICH1,ortholog_one2many
ENSMFAG00000002818,,ANTXRL,ortholog_one2many
ENSMFAG00000047352,,,
ENSMFAG00000053553,Metazoa_SRP,,
ENSMFAG00000057385,,IGHV2-5,ortholog_one2many
ENSMFAG00000030364,,UBE2V2,ortholog_one2many
ENSMFAG00000040386,RANGAP1,RANGAP1,ortholog_one2one
ENSMFAG00000022656,RACGAP1,RACGAP1,ortholog_one2one
ENSMFAG00000052099,,,
ENSMFAG00000023352,,,
ENSMFAG00000041293,NOP56,NOP56,ortholog_one2one
ENSMFAG00000031149,,ZNF337,ortholog_one2many
ENSMFAG00000047461,,IGHV3-48,ortholog_one2many
ENSMFAG00000043755,PCK1,PCK1,ortholog_one2one
ENSMFAG00000036458,LRP6,LRP6,ortholog_one2one
ENSMFAG00000049547,,,
ENSMFAG00000057035,,,
ENSMFAG00000036845,PCNA,PCNA,ortholog_one2one
ENSMFAG00000037992,MCM5,MCM5,ortholog_one2one
ENSMFAG00000044741,BCL2L1,BCL2L1,ortholog_one2one
ENSMFAG00000064982,,,
ENSMFAG00000036787,NANP,NANP,ortholog_one2one
ENSMFAG00000061848,,,
ENSMFAG00000033031,HNF4G,HNF4G,ortholog_one2one
ENSMFAG00000021072,,,ortholog_one2one
ENSMFAG00000049196,,IGHV3-35,ortholog_many2many
ENSMFAG00000049196,,IGHV3-16,ortholog_many2many
ENSMFAG00000047690,,,
ENSMFAG00000036419,TMEM106C,TMEM106C,ortholog_one2one
ENSMFAG00000044912,TMEM52B,TMEM52B,ortholog_one2one
ENSMFAG00000034935,U6,RNU6-545P,ortholog_one2one
ENSMFAG00000053712,,,
ENSMFAG00000064394,SNORD57,SNORD57,ortholog_one2one
ENSMFAG00000038637,DRG1,DRG1,ortholog_one2one
ENSMFAG00000052376,IGHV3-73,IGHV3-73,ortholog_one2one
ENSMFAG00000042891,HMOX1,HMOX1,ortholog_one2one
ENSMFAG00000036364,NINL,NINL,ortholog_one2one
ENSMFAG00000035165,ASIC1,ASIC1,ortholog_one2one
ENSMFAG00000054774,Metazoa_SRP,,
ENSMFAG00000055857,,,
ENSMFAG00000047383,SNORD56,SNORD56,ortholog_one2one
ENSMFAG00000061227,,,
ENSMFAG00000056182,,,
ENSMFAG00000030920,ZBP1,ZBP1,ortholog_one2one
ENSMFAG00000025072,,,
ENSMFAG00000049265,,,
ENSMFAG00000039662,,,
ENSMFAG00000061619,,,
ENSMFAG00000050056,U6,RNU6-295P,ortholog_one2one
ENSMFAG00000058913,TMEM230,TMEM230,ortholog_one2one
ENSMFAG00000023584,SNORD86,SNORD86,ortholog_one2one
ENSMFAG00000031449,MANSC1,MANSC1,ortholog_one2one
ENSMFAG00000059400,,IGHV7-81,ortholog_one2many
ENSMFAG00000056612,,,
ENSMFAG00000056409,,,
ENSMFAG00000058391,,,
ENSMFAG00000009097,SNORA51,SNORA51,ortholog_one2one
ENSMFAG00000047306,Metazoa_SRP,,
ENSMFAG00000045392,,,
ENSMFAG00000009479,U2,RNU2-54P,ortholog_one2one
ENSMFAG00000059096,,,
ENSMFAG00000055839,,,
ENSMFAG00000015316,SNORD110,SNORD110,ortholog_one2one
ENSMFAG00000063308,,,
ENSMFAG00000057732,,,
ENSMFAG00000044408,CLXN,CLXN,ortholog_one2one
ENSMFAG00000030003,LGALS1,LGALS1,ortholog_one2one
ENSMFAG00000049340,PMEPA1,PMEPA1,ortholog_one2one
ENSMFAG00000061194,,IGHV4-34,ortholog_one2many
ENSMFAG00000033419,RTL10,RTL10,ortholog_one2one
ENSMFAG00000061256,Metazoa_SRP,,
ENSMFAG00000025215,,,
ENSMFAG00000053778,,,
ENSMFAG00000056990,,,
ENSMFAG00000060216,,,
ENSMFAG00000048319,,,
ENSMFAG00000058477,,,
ENSMFAG00000055397,Metazoa_SRP,,
ENSMFAG00000025094,,IGHV7-81,ortholog_one2many
ENSMFAG00000044400,TPX2,TPX2,ortholog_one2one
ENSMFAG00000031774,CLEC7A,CLEC7A,ortholog_one2one
ENSMFAG00000040968,PATZ1,PATZ1,ortholog_one2one
ENSMFAG00000062076,,,
ENSMFAG00000057103,,,
ENSMFAG00000045528,GNB1L,GNB1L,ortholog_one2one
ENSMFAG00000044034,TMC2,TMC2,ortholog_one2one
ENSMFAG00000037650,L3MBTL2,L3MBTL2,ortholog_one2one
ENSMFAG00000055426,,,
ENSMFAG00000050496,,,
ENSMFAG00000057203,,,
ENSMFAG00000034757,ZFHX4,ZFHX4,ortholog_one2one
ENSMFAG00000047165,,,
ENSMFAG00000042112,,RGL4,ortholog_one2many
ENSMFAG00000043901,,FAM25A,ortholog_many2many
ENSMFAG00000043901,,FAM25G,ortholog_many2many
ENSMFAG00000043901,,FAM25C,ortholog_many2many
ENSMFAG00000059914,,,
ENSMFAG00000062393,,,
ENSMFAG00000047478,,,
ENSMFAG00000002736,GINS1,GINS1,ortholog_one2one
ENSMFAG00000048515,,,
ENSMFAG00000002700,SLC23A2,SLC23A2,ortholog_one2one
ENSMFAG00000002824,TOM1,TOM1,ortholog_one2one
ENSMFAG00000044463,,,
ENSMFAG00000065685,SNAI2,SNAI2,ortholog_one2one
ENSMFAG00000045435,TBX1,TBX1,ortholog_one2one
ENSMFAG00000061855,,,
ENSMFAG00000051545,ZNF596,ZNF596,ortholog_one2one
ENSMFAG00000000413,SMARCD1,SMARCD1,ortholog_one2one
ENSMFAG00000031247,COL2A1,COL2A1,ortholog_one2one
ENSMFAG00000050827,,MT-ND1,ortholog_one2many
ENSMFAG00000032352,CIMIP1,CIMIP1,ortholog_one2one
ENSMFAG00000056383,Metazoa_SRP,,
ENSMFAG00000033379,ZNF343,ZNF343,ortholog_one2one
ENSMFAG00000036908,PEX2,PEX2,ortholog_one2one
ENSMFAG00000058308,,,
ENSMFAG00000064408,,,
ENSMFAG00000033117,BORCS5,BORCS5,ortholog_one2one
ENSMFAG00000049735,,,
ENSMFAG00000055189,Metazoa_SRP,,
ENSMFAG00000003716,ANKRD60,ANKRD60,ortholog_one2one
ENSMFAG00000057482,,,
ENSMFAG00000054166,,,
ENSMFAG00000043314,MYLK2,MYLK2,ortholog_one2one
ENSMFAG00000044803,PPDPFL,PPDPFL,ortholog_one2one
ENSMFAG00000059197,,,
ENSMFAG00000041957,RFC1,RFC1,ortholog_one2one
ENSMFAG00000057503,,,
ENSMFAG00000042411,SNRPB,SNRPB,ortholog_one2one
ENSMFAG00000053761,CLEC1A,CLEC1A,ortholog_one2one
ENSMFAG00000001776,,ANXA8,ortholog_one2many
ENSMFAG00000001776,,ANXA8L1,ortholog_one2many
ENSMFAG00000048527,,,
ENSMFAG00000061209,,GP1BB,ortholog_one2one
ENSMFAG00000049535,,,
ENSMFAG00000057500,,,
ENSMFAG00000007191,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000038579,,,
ENSMFAG00000063460,Metazoa_SRP,,
ENSMFAG00000045462,FBXO25,FBXO25,ortholog_one2one
ENSMFAG00000037347,DUSP16,DUSP16,ortholog_one2one
ENSMFAG00000045206,HMGXB4,HMGXB4,ortholog_one2one
ENSMFAG00000059129,,,
ENSMFAG00000038117,SEPTIN5,SEPTIN5,ortholog_one2one
ENSMFAG00000053746,,,
ENSMFAG00000044418,,RGL4,ortholog_one2many
ENSMFAG00000065634,U6,,
ENSMFAG00000003502,DUSP15,DUSP15,ortholog_one2one
ENSMFAG00000039593,EP300,EP300,ortholog_one2one
ENSMFAG00000036459,U6,,
ENSMFAG00000002681,ABHD12,ABHD12,ortholog_one2one
ENSMFAG00000042552,LIMK2,LIMK2,ortholog_one2one
ENSMFAG00000062290,,,
ENSMFAG00000028505,,,
ENSMFAG00000004005,CLEC9A,CLEC9A,ortholog_one2one
ENSMFAG00000028501,TGM6,TGM6,ortholog_one2one
ENSMFAG00000035477,CREBL2,CREBL2,ortholog_one2one
ENSMFAG00000002513,ISX,ISX,ortholog_one2one
ENSMFAG00000055970,,,
ENSMFAG00000044759,ZC2HC1A,ZC2HC1A,ortholog_one2one
ENSMFAG00000058971,,,
ENSMFAG00000001448,CLEC12B,CLEC12B,ortholog_one2one
ENSMFAG00000060395,,,
ENSMFAG00000057188,,,
ENSMFAG00000063355,Metazoa_SRP,,
ENSMFAG00000050830,TDRP,TDRP,ortholog_one2one
ENSMFAG00000065528,,DRICH1,ortholog_one2many
ENSMFAG00000012704,GPR19,GPR19,ortholog_one2one
ENSMFAG00000047475,,,
ENSMFAG00000058344,,,
