gene_id,pearson_r,pearson_p,gene_name,procrustes_contribution,mean_expression,perc_id_human_to_mouse,perc_id_mouse_to_human,goc_score,wga_coverage,seq_identity,pLI,oe_lof_upper,mis_z,oe_lof,oe_mis
ENSG00000143190,0.031663616699829714,0.8567078913529032,POU2F1,0.00653873065424532,0.29207090754285714,93.8642,90.6684,100.0,100.0,92.2663,0.90229,0.343,2.2309,0.18248,0.69396
ENSG00000143194,0.04930624310117826,0.7784979729521807,MAEL,3.7565597578875527e-05,0.0035809989481042854,89.8617,89.8617,100.0,100.0,89.8617,0.0014038,0.604,0.95881,0.35605,0.82495
ENSG00000143195,-0.17531679597407754,0.3137667856055047,ILDR2,0.0010999776163668176,0.022274452553157142,87.7934,87.3832,100.0,100.0,87.5883,0.95385,0.335,1.2559,0.1466,0.80776
ENSG00000143196,0.766064978249912,8.174337511215484e-08,DPT,0.0006626582182390052,0.27509875887228574,92.0398,92.0398,75.0,100.0,92.0398,4.2743e-06,1.228,0.076266,0.72388,0.98044
ENSG00000143198,0.33577229826267474,0.04861127477848319,MGST3,0.009273528306841255,0.5455031330428572,86.1842,85.6209,100.0,100.0,85.90255,0.00020347,1.253,0.95185,0.66775,0.71657
ENSG00000143199,0.269832955933789,0.1169709556881681,ADCY10,0.0007412859355187002,0.010395239117257146,77.2671,77.3151,100.0,100.0,77.2911,7.383400000000001e-41,1.034,0.45524,0.84637,0.95539
ENSG00000143207,-0.25629430242929613,0.13724154930592264,COP1,0.012843580492427835,0.5025727356928571,97.6744,97.4079,100.0,100.0,97.54115,0.99994,0.202,2.5301,0.088137,0.62287
ENSG00000143217,0.7404695999757285,3.675171342764601e-07,NECTIN4,4.996972003587769e-05,0.0339370481765,91.7647,92.126,100.0,100.0,91.94535,0.8353,0.389,1.2789,0.17,0.7961
ENSG00000143222,0.26520913299501353,0.12362452519303568,UFC1,0.002419227045453721,0.4899041605714286,97.006,97.006,100.0,100.0,97.006,0.0036155,0.905,0.23442,0.45848,0.93248
ENSG00000143224,0.1986154852029129,0.25271018355913744,PPOX,0.0008216701602218094,0.07747604603428572,88.6792,88.6792,100.0,99.82,88.6792,0.02829,0.573,0.97517,0.30486,0.8299
ENSG00000143228,0.4199622177745066,0.01201709334648406,NUF2,0.000436153252728017,0.027894152635042857,73.0603,73.2181,100.0,100.0,73.1392,3.8169e-05,0.713,1.3697,0.4401,0.74677
ENSG00000143248,0.9955021289506817,2.3265677847516822e-35,RGS5,0.0010183744776808845,0.09215953499851429,90.0553,90.0553,100.0,100.0,90.0553,0.00053488,1.345,0.14925,0.68428,0.95693
ENSG00000143252,0.1996557439308488,0.25018279624980155,SDHC,0.00664811239995649,0.4178530347000001,79.8817,79.8817,100.0,100.0,79.8817,0.00020065,1.256,0.82502,0.66948,0.76409
ENSG00000143256,0.6129242429087145,9.068700241493146e-05,PFDN2,0.0036648805246761664,0.49517225112857144,96.1039,96.1039,100.0,100.0,96.1039,0.34971,0.719,0.49994,0.22831,0.85459
ENSG00000143257,0.9947170966424994,3.2885348567909147e-34,NR1I3,0.004758551024804644,0.017294389507285714,74.7126,72.6257,100.0,100.0,73.66915,3.5259e-08,1.154,0.81065,0.73822,0.8426
ENSG00000143258,0.3616047787020231,0.03280930245582644,USP21,0.0010660364355914193,0.055741186621428566,96.4602,96.2897,100.0,100.0,96.37495,0.0026379,0.504,2.0792,0.31093,0.69214
ENSG00000143278,0.9996887464515741,1.744965047240134e-54,F13B,0.0063340892805176935,0.01793352162069429,77.3071,76.3827,100.0,100.0,76.8449,8.9128e-10,0.853,0.56823,0.58679,0.91348
ENSG00000143294,0.48990567054175577,0.0028149217043325616,PRCC,0.0016774512675363788,0.12059997711428572,93.279,93.279,100.0,100.0,93.279,0.96281,0.33,1.0909,0.10488,0.81594
ENSG00000143303,0.37594496778159464,0.02603381429457621,METTL25B,0.0006436417798166115,0.07390334959999999,86.5263,86.5263,100.0,100.0,86.5263,1.403e-11,1.213,0.38612,0.82668,0.93544
ENSG00000143314,0.08214819010773847,0.6389699229646464,MRPL24,0.004781057258788143,0.3118954392428571,87.963,87.963,100.0,100.0,87.963,1.9123e-06,1.354,0.42476,0.79929,0.89708
ENSG00000143315,0.2086041136483182,0.22913754101615136,PIGM,0.00037583520423531506,0.07671304978571429,89.8345,89.8345,100.0,100.0,89.8345,5.3861e-05,1.254,-0.081058,0.69543,1.0157
ENSG00000143318,0.20688959368694232,0.2330736648725543,CASQ1,4.214723633187729e-05,0.002154610128914286,94.697,92.5926,100.0,100.0,93.6448,3.857e-18,1.576,-0.018661,1.1309,1.0035
ENSG00000143319,0.5661678284473417,0.00039244371392608857,ISG20L2,0.0011036879096513975,0.12747507554285714,75.6374,72.5543,100.0,100.0,74.09585,0.087751,0.707,0.80863,0.30883,0.83874
ENSG00000143320,0.650253694660022,2.3562198788797356e-05,CRABP2,0.0001089404526423935,0.040106811816257144,93.4783,93.4783,100.0,100.0,93.4783,0.0015096,1.443,0.2244,0.69494,0.92924
ENSG00000143321,0.69114455670312,4.296124802586362e-06,HDGF,0.007267942048801673,0.5403796076285715,87.9167,65.7321,100.0,100.0,76.8244,0.27272,0.637,1.2517,0.24644,0.70679
ENSG00000143322,0.18792770134572317,0.27965880308275876,ABL2,0.008728986457548828,0.2768753514428571,94.7547,94.7547,100.0,98.67,94.7547,3.6365e-07,0.58,1.6853,0.39926,0.81253
ENSG00000143324,0.32941163411776186,0.053314004583370905,XPR1,0.006471070774682681,0.3072820175428571,95.2586,95.3957,100.0,100.0,95.32715,0.99999,0.156,3.2335,0.049452,0.54502
ENSG00000143333,0.5634481498542419,0.0004245213384115262,RGS16,0.005241362193175175,0.08192014979914286,84.6535,85.0746,100.0,100.0,84.86404999999999,1.0062e-05,1.601,0.42616,0.90631,0.88705
ENSG00000143337,0.2684562229355698,0.1189233539703283,TOR1AIP1,0.003476080340593657,0.4197014214285714,69.1252,69.9653,100.0,98.85,69.54525000000001,1.2719e-09,0.907,-0.88308,0.61818,1.1422
ENSG00000143340,-0.05405046170889778,0.7577937600435533,FAM163A,2.2483094924885967e-05,0.005132822321265714,85.6287,85.119,100.0,100.0,85.37385,0.1155,1.193,0.65644,0.38193,0.82059
ENSG00000143341,0.4478207526342559,0.006983550922921855,HMCN1,0.0031324375619447096,0.06841691653250143,87.3114,87.3269,100.0,100.0,87.31915000000001,3.6259e-38,0.483,0.28025,0.4135,0.98549
ENSG00000143344,0.5095326004018624,0.001769683706943983,RGL1,0.004912536033260592,0.1465740632171429,95.1823,95.1823,100.0,100.0,95.1823,0.95608,0.32,2.2238,0.17753,0.70413
ENSG00000143353,0.3850935572513322,0.022347728314600475,LYPLAL1,0.0037882837234623646,0.12446533970685715,76.3713,75.7322,100.0,100.0,76.05175,2.6427e-05,1.4,-1.2286,0.77913,1.3143
ENSG00000143355,0.31933614260074605,0.061497541744376515,LHX9,0.00012314524778896167,0.002086621496524286,98.4887,98.4887,100.0,100.0,98.4887,0.98062,0.288,1.076,0.060782,0.80267
ENSG00000143363,0.28582962060609984,0.09601066076261786,PRUNE1,0.0009269001522873866,0.03857094923314285,85.4305,85.2423,100.0,100.0,85.3364,0.0091474,0.661,1.1131,0.35185,0.79852
ENSG00000143365,0.7196441479189114,1.1048819787135273e-06,RORC,0.0025842474249131507,0.04224746559848572,88.2239,88.5659,100.0,100.0,88.3949,0.99985,0.161,2.2852,0.033914,0.63127
ENSG00000143367,0.8261554122794599,9.880111481161135e-10,TUFT1,0.000371356646510775,0.06581431282057143,88.9744,88.9744,100.0,100.0,88.9744,0.00010612,0.711,0.8973,0.42982,0.8312
ENSG00000143368,0.687488021419697,5.0578433447041425e-06,SF3B4,0.0034247555362771917,0.25214867445714284,99.5283,99.5283,100.0,100.0,99.5283,0.99176,0.208,3.8666,0.0,0.29438
ENSG00000143369,0.8152811556268835,2.4662335504405162e-09,ECM1,0.0029494409781824467,0.28914973867285715,69.0741,66.7263,100.0,100.0,67.9002,4.6627e-14,1.126,-0.22393,0.80059,1.035
ENSG00000143373,0.1198114951004361,0.492998221254844,ZNF687,0.0006575809243285685,0.059541310400000005,86.4188,86.4188,100.0,100.0,86.4188,0.97101,0.319,1.8085,0.15158,0.81395
ENSG00000143374,0.4596111002517414,0.0054752293620877295,TARS2,0.0008113113318938481,0.08317606364285714,84.1226,83.5408,100.0,100.0,83.83170000000001,1.2185e-12,0.841,1.7709,0.60607,0.7585
ENSG00000143375,0.8577762907780003,4.614188205270355e-11,CGN,0.0024859654875172177,0.05861222620171428,86.2012,86.9966,100.0,77.65,86.5989,1.8942e-31,0.948,0.16995,0.76162,0.98202
ENSG00000143376,0.275257634034498,0.10951105986837996,SNX27,0.0026192115831430913,0.23476335201428572,98.5213,98.8868,100.0,99.93,98.70405,0.99977,0.192,2.1731,0.061002,0.6356
ENSG00000143379,0.45141996431362214,0.00648937616300348,SETDB1,0.001815476118410438,0.11819125415714288,92.1827,91.055,100.0,99.46,91.61885000000001,1.0,0.201,4.0082,0.1071,0.58566
ENSG00000143382,0.6694630077568153,1.0942924426411934e-05,ADAMTSL4,0.0011895056451760205,0.08476169188142857,76.0708,78.861,100.0,100.0,77.4659,2.6008e-28,1.093,0.079961,0.85735,0.99132
ENSG00000143384,0.621341886585329,6.793712065708926e-05,MCL1,0.01161333961182172,1.2729197151428573,76.2857,80.6646,100.0,100.0,78.47515,0.96349,0.29,-0.36448,0.0,1.0737
ENSG00000143387,0.7267412982994216,7.677969974223303e-07,CTSK,0.0009946173677457943,0.1568596763985714,86.0182,86.0182,100.0,100.0,86.0182,3.0989e-05,0.94,0.99795,0.55428,0.78505
ENSG00000143390,0.5331094880764082,0.0009759135049938391,RFX5,0.0006937570021835162,0.05102030072857143,78.4091,73.4043,100.0,98.44,75.9067,1.9605e-11,1.104,0.47635,0.75979,0.92716
ENSG00000143393,0.030754533297973313,0.8607812337769917,PI4KB,0.0023803132896214325,0.13207214082857144,98.5294,97.1014,100.0,100.0,97.8154,0.86607,0.345,3.5512,0.19131,0.54808
ENSG00000143398,0.5530838295840395,0.0005692141207549916,PIP5K1A,0.0035851097513837533,0.23081701618571426,88.0783,90.4936,100.0,99.22,89.28595,0.0020938,0.542,2.5756,0.32772,0.60152
ENSG00000143401,0.6639418540165749,1.3718280800609105e-05,ANP32E,0.0037624968989554406,0.3479157773142857,90.6716,93.4615,100.0,95.11,92.06655,0.84376,0.423,2.0525,0.1344,0.49819
ENSG00000143409,0.23958810912494619,0.16567611642724678,MINDY1,0.0010381935055950515,0.08506759630514285,85.9275,86.1111,100.0,100.0,86.01929999999999,4.5522e-16,1.276,1.2115,0.91347,0.80021
ENSG00000143412,0.760107676958211,1.1790276716223035e-07,ANXA9,0.0002621494630397324,0.025261441773714283,77.6812,77.6812,100.0,100.0,77.6812,2.9752e-17,1.433,0.34398,1.0266,0.93059
ENSG00000143418,0.3588192188636621,0.03427923794357099,CERS2,0.0016156777125950626,0.23765698675714286,92.3684,92.3684,100.0,100.0,92.3684,0.47978,0.426,1.7607,0.2159,0.67592
ENSG00000143420,0.02605749481717351,0.8818813838413689,ENSA,0.008736214099346763,0.5117079468142857,98.3471,98.3471,100.0,100.0,98.3471,0.34917,0.719,1.3116,0.22847,0.56236
ENSG00000143434,0.3183568135866857,0.062343104399578936,SEMA6C,0.000625175120671589,0.010127121836428573,87.8495,84.839,100.0,100.0,86.34425,1.238e-06,0.635,1.5921,0.42351,0.80542
ENSG00000143436,0.3101595615284049,0.06978540620394133,MRPL9,0.0019445732780552065,0.19336492728571428,80.1498,80.7547,100.0,100.0,80.45224999999999,0.00015633,1.052,0.26349,0.58296,0.93948
ENSG00000143437,0.3176106417048121,0.06299349050979258,ARNT,0.0034549878323503415,0.21035752997142854,91.8885,91.6561,100.0,100.0,91.7723,0.99581,0.279,2.2412,0.14879,0.69986
ENSG00000143442,0.30441847821881185,0.07539924209387429,POGZ,0.006425368742729398,0.27568117505714285,93.6879,92.7018,100.0,100.0,93.19485,1.0,0.119,3.5062,0.045859,0.65144
ENSG00000143443,-0.1249363168928863,0.47454773975197656,C1orf56,0.00350301435631512,0.08981145169914286,63.9296,62.2857,100.0,100.0,63.10765,9.6918e-06,1.608,0.22874,0.91167,0.95402
ENSG00000143450,0.014947148601400055,0.9320851635955006,OAZ3,0.00012312974187308822,0.0074583904905000005,86.8085,83.9506,100.0,100.0,85.37955,2.2775e-05,1.432,0.18622,0.79755,0.95083
ENSG00000143452,-0.0329109132779375,0.8511250509725118,HORMAD1,0.00022866342043771583,0.0065997335942071435,77.665,78.0612,100.0,100.0,77.8631,0.94885,0.343,1.5375,0.13281,0.6877
ENSG00000143457,0.6693911192357043,1.0975508520075953e-05,GOLPH3L,0.0011165212081400183,0.15680132314285714,95.0877,95.0877,100.0,100.0,95.0877,1.2615e-05,1.064,0.9419,0.62742,0.79156
ENSG00000143458,0.0745051395097252,0.670572412066739,GABPB2,0.0009193700264768482,0.15646919737142856,77.9018,84.2995,100.0,100.0,81.10065,5.413e-06,0.879,0.84597,0.54247,0.84732
ENSG00000143469,0.3356617673025416,0.04869005893552421,SYT14,4.522961347914413e-05,0.0016765986012114288,80.3136,55.0119,100.0,100.0,67.66274999999999,0.94463,0.342,1.3313,0.1494,0.7891
ENSG00000143473,0.014351926528897996,0.934783781800542,KCNH1,0.00013622269480441783,0.011315457075471427,94.3377,96.9855,100.0,100.0,95.66159999999999,0.54625,0.387,3.8156,0.21435,0.55196
ENSG00000143476,0.42252917835529546,0.011451658107569465,DTL,0.00016975883258759319,0.027133517956142855,89.4521,89.5748,100.0,100.0,89.51345,0.0033019,0.496,1.7777,0.30616,0.74661
ENSG00000143479,-0.036407681996043245,0.8355124076319891,DYRK3,0.0013099711660926093,0.06529378703942856,89.4558,89.7611,100.0,100.0,89.60845,3.5842e-06,1.067,0.18561,0.64483,0.97039
ENSG00000143486,0.4923286316932002,0.0026620602373559742,EIF2D,0.0006674047433390867,0.14062381234285715,80.8219,82.807,100.0,100.0,81.81445,2.2302e-09,0.796,1.5383,0.5481,0.75733
ENSG00000143493,0.3864192023487919,0.021851403150118572,INTS7,0.0015850978939647923,0.07333237681714284,95.3222,94.9275,100.0,100.0,95.12485,1.2557e-05,0.55,2.1333,0.36689,0.73129
ENSG00000143494,0.3331949690093322,0.05047509635694089,VASH2,6.935431384559307e-05,0.009159259768978571,97.4648,97.4648,100.0,100.0,97.4648,0.24217,0.66,0.74731,0.25532,0.84521
ENSG00000143498,0.5688019838141707,0.0003634506571590662,TAF1A,0.00029665309161263194,0.03904301172857143,79.5556,79.0287,100.0,100.0,79.29214999999999,1.235e-09,0.999,1.0019,0.67382,0.81354
ENSG00000143499,0.22219330648965602,0.19953381130186068,SMYD2,0.0016397800216525894,0.13848517934285712,93.3025,93.3025,100.0,100.0,93.3025,2.4631e-06,0.847,1.2796,0.53289,0.76465
ENSG00000143502,0.3556332068455963,0.03602581253792044,SUSD4,0.00037821366910517276,0.02260388375818571,91.2245,91.2245,100.0,100.0,91.2245,0.00014466,0.77,0.69928,0.45405,0.88476
ENSG00000143507,0.1341568251981552,0.44228450838745637,DUSP10,0.004835819125783211,0.14384516785571427,96.6805,96.4803,100.0,100.0,96.5804,0.8335,0.429,1.1913,0.13626,0.80317
ENSG00000143512,-0.14511802721749617,0.4055407297883269,HHIPL2,4.44781268314538e-05,0.0035329853231571427,81.768,82.5662,100.0,100.0,82.1671,6.7268e-23,1.499,0.22048,1.1163,0.96968
ENSG00000143514,-0.15232087453220047,0.38237505189211846,TP53BP2,0.0051163377758745065,0.2420578760857143,91.0053,91.0053,100.0,100.0,91.0053,0.0025482,0.433,1.8916,0.28501,0.78822
ENSG00000143515,0.6816831361372482,6.522991610341807e-06,ATP8B2,0.002060092440625743,0.06029206761514285,96.8908,96.8908,100.0,100.0,96.8908,0.0056318,0.407,2.8685,0.27124,0.70126
ENSG00000143520,0.3557324604502396,0.035970330855857456,FLG2,6.619722141980525e-06,0.0006788272350285713,41.7399,14.8778,75.0,70.0,28.30885,0.017969,1.919,-1.1944,1.3831,1.0993
ENSG00000143536,-0.04626597925794168,0.7918462329981025,CRNN,0.0001026905939766837,0.002439349261047142,55.5556,52.8846,75.0,99.18,54.2201,0.00012577,1.366,-0.49724,0.72998,1.0867
ENSG00000143537,0.7294948792754216,6.646693258930994e-07,ADAM15,0.005208478190033024,0.20831829995714285,80.1854,80.0926,100.0,100.0,80.13900000000001,2.4409e-16,0.864,1.0693,0.64593,0.86547
ENSG00000143543,0.5304846515527648,0.0010450033193919656,JTB,0.0033248889007795913,0.39901132459285715,84.2466,84.2466,100.0,100.0,84.2466,0.42432,0.657,0.91378,0.20865,0.72243
ENSG00000143545,0.6490976843247382,2.4633378894128155e-05,RAB13,0.004739409737524507,0.1683409139457143,91.6256,92.0792,100.0,100.0,91.8524,0.02472,0.762,1.0749,0.36221,0.72271
ENSG00000143546,0.7402417285338614,3.7217686603258944e-07,S100A8,0.005267355735442858,0.9042853934614286,55.914,58.427,100.0,100.0,57.170500000000004,0.13761,1.774,0.040126,0.53897,0.98431
ENSG00000143549,0.630931416752902,4.83852251719105e-05,TPM3,0.016312531753152934,1.2810597581428569,98.9474,98.9474,100.0,100.0,98.9474,0.0066522,0.691,2.3546,0.36765,0.44918
ENSG00000143552,0.5125405600503312,0.0016441417566941247,NUP210L,0.0015763561823472847,0.04894926547634285,82.5742,82.8814,100.0,100.0,82.7278,0.0003199,0.381,2.6751,0.27462,0.76356
ENSG00000143553,0.5482606906736172,0.0006503560196225392,SNAPIN,0.0024230454685167948,0.20490078292857145,97.7941,97.7941,100.0,100.0,97.7941,0.0015332,1.437,0.87794,0.69215,0.72595
ENSG00000143554,0.42089895872130184,0.011808079586758643,SLC27A3,0.001463312646392259,0.04984626256242857,83.7482,85.7571,100.0,100.0,84.75264999999999,5.2696e-22,1.48,-1.3544,1.0965,1.1887
ENSG00000143569,0.4479668898179359,0.006962876292849679,UBAP2L,0.0016222104818385064,0.33644552128571426,98.1601,95.9532,100.0,100.0,97.05664999999999,1.0,0.103,3.3429,0.03259,0.62078
ENSG00000143570,0.5025683306540795,0.0020930569467572033,SLC39A1,0.005319800803534682,0.21036261700714287,93.8272,93.8272,100.0,100.0,93.8272,0.12586,0.802,0.9526,0.31049,0.80079
ENSG00000143575,0.23302027018474492,0.1779380047180397,HAX1,0.0017093422776041035,0.2888672566428572,81.0036,80.7143,100.0,100.0,80.85895,8.4813e-08,1.375,0.13643,0.84983,0.96992
ENSG00000143578,0.34595284296425066,0.04178085904237442,CREB3L4,0.0004057781404957542,0.04155791295235714,66.3291,70.8108,100.0,100.0,68.56995,5.1401e-06,1.02,0.0051118,0.61624,0.99903
ENSG00000143590,0.27330749650390784,0.11215037907290198,EFNA3,0.00011201771107209225,0.007022093697235714,93.2773,96.5217,100.0,100.0,94.89949999999999,0.12599,0.802,0.74714,0.31039,0.81153
ENSG00000143603,0.1163148107205552,0.5057940672940018,KCNN3,0.0015611192765755807,0.01697288048514286,95.896,95.765,100.0,100.0,95.8305,0.97227,0.319,3.3258,0.13938,0.55469
ENSG00000143612,0.19783512466171496,0.2546172274736902,C1orf43,0.0024804483553629484,0.41314599321428574,95.6522,95.6522,100.0,100.0,95.6522,0.0018462,0.84,0.47405,0.44735,0.88964
ENSG00000143614,0.06408681205563546,0.714551926864361,GATAD2B,0.009073214223626454,0.3577742055142857,98.4823,98.3165,100.0,100.0,98.3994,0.99998,0.097,3.161,0.0,0.52311
ENSG00000143621,0.6086355301384316,0.0001047341998310985,ILF2,0.003035893182635979,0.3379173433714286,100.0,100.0,100.0,100.0,100.0,0.9965,0.247,3.4039,0.078489,0.34998
ENSG00000143622,0.24102562993987198,0.16307525973650816,RIT1,0.0019707205498675916,0.2395646206857143,94.9772,94.9772,100.0,100.0,94.9772,0.13281,0.645,2.0757,0.28201,0.51566
ENSG00000143624,0.3828107958504877,0.023224289270077893,INTS3,0.0013946296340611195,0.10317379704285715,98.6564,98.7512,100.0,100.0,98.7038,0.99972,0.251,4.4143,0.14817,0.49132
ENSG00000143627,0.9479882860715639,5.689129494551957e-18,PKLR,0.004166921964768132,0.017615952054757144,88.3275,93.3702,100.0,100.0,90.84885,3.4869e-07,0.924,0.98056,0.59101,0.85508
ENSG00000143630,0.4348887833445025,0.009033913659427587,HCN3,8.128165310086173e-05,0.0056579948825714295,95.0904,94.4801,100.0,100.0,94.78524999999999,2.5694e-05,0.742,1.5194,0.4578,0.81279
ENSG00000143631,,,FLG,1.7741992116605742e-06,0.0007681156918571429,3.05344,34.7339,100.0,98.36,18.89367,0.00028793,1.96,-18.516,2.4175,2.1461
ENSG00000143632,0.16944189275690252,0.3305103469858658,ACTA1,0.0007288200263995881,0.031501374083514284,100.0,100.0,100.0,100.0,100.0,1.1385e-06,1.223,4.5292,0.73882,0.21085
ENSG00000143633,0.6046347957789806,0.00011957035107483448,FSAF1,0.0009335444456353376,0.13544462324285717,64.8464,67.6157,100.0,100.0,66.23105000000001,4.4098e-11,1.69,-0.1233,1.1175,1.0276
ENSG00000143641,0.18106273111787213,0.2979155734989613,GALNT2,0.008109793620030791,0.3629122096857143,95.972,96.1404,100.0,100.0,96.05619999999999,0.0084175,0.488,2.0018,0.29489,0.69807
ENSG00000143643,0.13565383523117183,0.4371618870069085,TTC13,0.0017569643678373255,0.09616526964285714,92.7907,94.5498,100.0,100.0,93.67025000000001,1.739e-05,0.517,2.5507,0.34874,0.65571
ENSG00000143653,0.2511208038163845,0.14563305128076978,SCCPDH,0.004294544598965217,0.13528730514142856,87.1795,87.1795,75.0,100.0,87.1795,4.5839e-09,1.098,0.97721,0.72264,0.81633
ENSG00000143669,0.66629838407784,1.24637248692459e-05,LYST,0.010015350082720425,0.43736168031428574,85.3197,85.6351,100.0,100.0,85.47739999999999,0.015026,0.307,1.4073,0.23864,0.9099
ENSG00000143674,0.9141375587758498,1.722990978120067e-14,MAP3K21,0.0009372419806089982,0.052697240752728566,68.1467,70.4591,100.0,100.0,69.3029,1.0441e-06,0.689,1.7759,0.45355,0.78201
ENSG00000143702,0.5292903692048789,0.0010778412584577155,CEP170,0.006709996781083736,0.2357774959314286,89.1414,88.9169,100.0,100.0,89.02915,1.0,0.192,2.1974,0.097041,0.77627
ENSG00000143727,0.355765122129673,0.03595208853072236,ACP1,0.0019718485862651046,0.3745091091428571,84.8101,84.8101,100.0,100.0,84.8101,1.7531e-08,1.802,-0.24852,1.168,1.0756
ENSG00000143740,0.3896272080894584,0.020688049487581142,SNAP47,0.0019746158452809393,0.11020914650000001,66.8258,67.7966,75.0,100.0,67.3112,2.0687e-05,0.994,-0.13022,0.58605,1.0224
ENSG00000143742,0.13167443423107425,0.45085072949611654,SRP9,0.006067274398471682,0.7140839097142857,93.0233,93.0233,50.0,100.0,93.0233,0.41934,0.904,1.1254,0.19091,0.54254
ENSG00000143748,0.23164639539607496,0.18058235473346748,NVL,0.0023440920862943357,0.13303680817142854,87.8505,87.9532,50.0,100.0,87.90185,4.2587e-19,0.923,1.5873,0.70179,0.79219
ENSG00000143751,-0.272805456310654,0.11283751937805177,SDE2,0.0017812019030640535,0.12616845180285713,66.7406,67.1875,100.0,100.0,66.96405,1.2412e-06,0.913,0.20882,0.57412,0.9633
ENSG00000143756,0.3797765649085148,0.024433282220682685,FBXO28,0.003462621982800743,0.19974570997142854,94.837,94.837,75.0,100.0,94.837,0.98681,0.271,2.2653,0.057147,0.55234
ENSG00000143761,0.2605213767580842,0.1306535991155867,ARF1,0.009960094670229156,1.2110443498571428,100.0,100.0,100.0,100.0,100.0,0.89967,0.402,3.3871,0.0,0.13879
ENSG00000143771,0.5264663286539856,0.0011591343019284625,CNIH4,0.0028240773851585803,0.37796449154285716,95.6835,95.6835,100.0,100.0,95.6835,0.021712,0.996,0.23058,0.43551,0.92435
ENSG00000143772,0.6970075811045037,3.2904379123413434e-06,ITPKB,0.008307680807132106,0.13566057274414284,77.4841,77.8132,100.0,100.0,77.64865,0.99994,0.148,0.63575,0.031173,0.92631
ENSG00000143774,0.05580736810045615,0.750167468895602,GUK1,0.008445318854592609,0.6155245404285714,79.3578,87.3737,100.0,100.0,83.36574999999999,2.3324e-05,1.427,0.081158,0.79457,0.98216
ENSG00000143776,0.6545636980975382,1.993020166855759e-05,CDC42BPA,0.013168167970338917,0.2758033931628571,94.1847,94.508,50.0,100.0,94.34635,0.99309,0.283,2.3876,0.19108,0.77399
ENSG00000143786,0.01756982696334913,0.9202037262678923,CNIH3,0.001088483977757116,0.041702870339099994,100.0,100.0,100.0,100.0,100.0,0.84533,0.451,0.68285,0.095144,0.79773
ENSG00000143793,0.6856460262816473,5.4864746793207604e-06,C1orf35,0.0014552671303075372,0.15246728081428573,80.2281,81.1538,100.0,99.95,80.69095,7.568e-05,1.187,0.27397,0.6578,0.93671
ENSG00000143797,0.35746818493615135,0.03501125676597953,MBOAT2,0.0008682965983009684,0.12650766813365716,86.5385,86.7052,50.0,100.0,86.62185,0.51629,0.42,1.7037,0.21291,0.69876
ENSG00000143799,0.732632916367568,5.62725074219319e-07,PARP1,0.0048729507242483965,0.24549060726428573,92.5049,92.5049,100.0,100.0,92.5049,0.00033366,0.479,0.81805,0.31561,0.90165
ENSG00000143801,0.1339524251147053,0.4429864771460076,PSEN2,0.011964890499804709,0.1292809004064286,95.9821,95.9821,100.0,100.0,95.9821,0.00053736,0.744,0.40436,0.42614,0.93111
ENSG00000143811,0.2763579369673488,0.1080427194291423,PYCR2,0.002624420924235417,0.18310978174285714,92.1875,92.1875,100.0,100.0,92.1875,2.0652e-06,1.342,0.94826,0.79191,0.80796
ENSG00000143815,0.8371073995096945,3.681708348041692e-10,LBR,0.003751467501212946,0.38494377275714287,80.3252,78.9137,100.0,100.0,79.61945,0.18143,0.422,0.28933,0.24189,0.95662
ENSG00000143816,0.2330602137891395,0.17786153719710965,WNT9A,0.00011167002529463997,0.035719211517210005,97.2603,97.2603,100.0,100.0,97.2603,0.91225,0.388,1.1981,0.081804,0.78095
ENSG00000143819,0.71337114850434,1.510506103221889e-06,EPHX1,0.007991293378846834,0.3061359858285714,83.5165,83.5165,50.0,100.0,83.5165,3.2154e-09,1.127,-0.056335,0.7421,1.01
ENSG00000143839,0.2227961827149898,0.19828537649203376,REN,0.00021130623192185127,0.003089073736592857,69.9507,70.6468,100.0,100.0,70.29875,2.4297e-07,0.959,0.79714,0.61362,0.85313
ENSG00000143842,0.6241662639590682,6.154632791217415e-05,SOX13,0.002336084093408105,0.05008084667818571,89.0675,90.3752,100.0,100.0,89.72135,0.94185,0.339,1.741,0.16106,0.74299
ENSG00000143845,0.9244624321716131,2.250154070071233e-15,ETNK2,0.006690852650323688,0.03722465016864286,87.3057,87.5325,100.0,100.0,87.4191,9.808e-07,1.074,1.0965,0.66259,0.7897
ENSG00000143847,0.12442357760979585,0.47637726874301284,PPFIA4,0.0014099302048350957,0.05547954392285715,92.9577,94.524,100.0,100.0,93.74085,1.9863e-05,0.637,1.9709,0.40776,0.72962
ENSG00000143850,0.8316690233940174,6.06387248231525e-10,PLEKHA6,0.004332303289897133,0.12356261609342856,92.0802,82.2677,100.0,100.0,87.17395,0.013746,0.422,0.70756,0.26998,0.92263
ENSG00000143851,0.8852185053915249,1.6608542938053025e-12,PTPN7,0.0047832527782234345,0.1408315132395714,92.2222,92.4791,100.0,100.0,92.35065,9.4147e-14,1.094,1.2007,0.77774,0.80026
ENSG00000143858,0.5752685048746415,0.000300205938927758,SYT2,0.00020669521294277578,0.0076401039195385725,98.0907,97.3934,100.0,100.0,97.74205,0.98133,0.287,1.9784,0.060409,0.64532
ENSG00000143862,0.47492009548030606,0.003941146530685964,ARL8A,0.0021757205878576947,0.23292184665714288,99.4624,99.4624,100.0,100.0,99.4624,0.94173,0.354,2.9159,0.074615,0.22374
