human_ensembl_id,gene_name,mouse_ensembl_id,orthology_type,perc_id_human_to_mouse,perc_id_mouse_to_human,goc_score,wga_coverage
ENSG00000146678,IGFBP1,ENSMUSG00000020429,ortholog_one2one,68.3398,65.0735,100.0,100.0
ENSG00000173908,KRT28,ENSMUSG00000055937,ortholog_one2one,85.3448,85.7143,100.0,100.0
ENSG00000160447,PKN3,ENSMUSG00000026785,ortholog_one2one,83.1271,84.1686,100.0,100.0
ENSG00000068400,GRIPAP1,ENSMUSG00000031153,ortholog_one2one,92.9845,93.4289,100.0,100.0
ENSG00000186395,KRT10,ENSMUSG00000019761,ortholog_one2one,80.9931,84.3137,100.0,100.0
ENSG00000103490,PYCARD,ENSMUSG00000030793,ortholog_one2one,70.7692,71.5026,100.0,100.0
ENSG00000176018,LYSMD3,ENSMUSG00000035840,ortholog_one2one,80.0654,80.3279,100.0,100.0
ENSG00000187242,KRT12,ENSMUSG00000020912,ortholog_one2one,78.3401,79.4661,100.0,100.0
ENSG00000103310,ZP2,ENSMUSG00000030911,ortholog_one2one,56.6443,59.1865,100.0,100.0
ENSG00000222506,Y_RNA,ENSMUSG00002075742,ortholog_one2one,48.0392,48.5149,,0.0
ENSG00000164610,RP9,ENSMUSG00000032239,ortholog_one2one,89.1403,92.4883,50.0,100.0
ENSG00000108244,KRT23,ENSMUSG00000006777,ortholog_one2one,78.91,78.91,100.0,100.0
ENSG00000205085,GARIN1A,ENSMUSG00000079652,ortholog_one2one,72.6667,73.4007,100.0,100.0
ENSG00000091010,POU4F3,ENSMUSG00000024497,ortholog_one2one,99.1124,99.1124,100.0,100.0
ENSG00000177556,ATOX1,ENSMUSG00000018585,ortholog_one2one,85.2941,85.2941,100.0,100.0
ENSG00000222357,RNU2-20P,ENSMUSG00000064398,ortholog_one2one,64.9215,71.6763,,0.0
ENSG00000187416,LHFPL3,ENSMUSG00000106379,ortholog_one2one,94.0678,97.3684,100.0,100.0
ENSG00000175311,ANKS4B,ENSMUSG00000030909,ortholog_one2one,82.7338,81.5603,75.0,100.0
ENSG00000145782,ATG12,ENSMUSG00000032905,ortholog_one2one,89.2857,88.6525,100.0,100.0
ENSG00000254469,XNDC1N,ENSMUSG00000099481,ortholog_one2one,69.6581,40.2469,50.0,64.98
ENSG00000221813,OR6B1,ENSMUSG00000049168,ortholog_one2one,92.6045,92.6045,100.0,100.0
ENSG00000135437,RDH5,ENSMUSG00000025350,ortholog_one2one,87.1069,87.1069,100.0,100.0
ENSG00000109133,TMEM33,ENSMUSG00000037720,ortholog_one2one,97.5708,97.5708,100.0,100.0
ENSG00000146618,FERD3L,ENSMUSG00000046518,ortholog_one2one,78.9157,77.9762,75.0,100.0
ENSG00000102891,MT4,ENSMUSG00000031757,ortholog_one2one,90.3226,90.3226,100.0,100.0
ENSG00000221836,OR2A5,ENSMUSG00000043119,ortholog_one2one,86.4952,86.7742,100.0,100.0
ENSG00000221933,OR2A25,ENSMUSG00000045708,ortholog_one2one,81.9355,81.9355,100.0,100.0
ENSG00000157613,CREB3L1,ENSMUSG00000027230,ortholog_one2one,92.2929,92.1154,100.0,100.0
ENSG00000221858,OR2A12,ENSMUSG00000073111,ortholog_one2one,85.1613,85.7143,75.0,0.0
ENSG00000133874,RNF122,ENSMUSG00000039328,ortholog_one2one,96.7742,96.7742,75.0,100.0
ENSG00000111011,RSRC2,ENSMUSG00000029422,ortholog_one2one,96.3134,96.3134,100.0,100.0
ENSG00000007314,SCN4A,ENSMUSG00000001027,ortholog_one2one,92.5381,92.2868,100.0,100.0
ENSG00000137204,SLC22A7,ENSMUSG00000067144,ortholog_one2one,76.0949,77.2222,100.0,100.0
ENSG00000184863,RBM33,ENSMUSG00000048271,ortholog_one2one,87.094,82.7782,100.0,100.0
ENSG00000090932,DLL3,ENSMUSG00000003436,ortholog_one2one,83.4753,83.7607,100.0,100.0
ENSG00000207248,RNU6-1005P,ENSMUSG00000119089,ortholog_one2one,87.8505,87.8505,,0.0
ENSG00000078295,ADCY2,ENSMUSG00000021536,ortholog_one2one,95.6004,95.2511,100.0,100.0
ENSG00000152234,ATP5F1A,ENSMUSG00000025428,ortholog_one2one,97.4684,97.4684,100.0,100.0
ENSG00000188322,SBK1,ENSMUSG00000042978,ortholog_one2one,93.8679,95.4436,50.0,100.0
ENSG00000275591,XKR5,ENSMUSG00000039814,ortholog_one2one,65.4519,66.4201,50.0,100.0
ENSG00000165699,TSC1,ENSMUSG00000026812,ortholog_one2one,87.1993,87.4246,100.0,100.0
ENSG00000224383,PRR29,ENSMUSG00000009210,ortholog_one2one,50.2645,39.4191,100.0,100.0
ENSG00000185728,YTHDF3,ENSMUSG00000047213,ortholog_one2one,98.8034,98.8034,50.0,100.0
ENSG00000063244,U2AF2,ENSMUSG00000030435,ortholog_one2one,99.7895,99.7895,75.0,100.0
ENSG00000197272,IL27,ENSMUSG00000044701,ortholog_one2one,71.6049,74.359,100.0,100.0
ENSG00000170788,DYDC1,ENSMUSG00000021790,ortholog_one2one,71.1864,71.1864,75.0,100.0
ENSG00000178607,ERN1,ENSMUSG00000020715,ortholog_one2one,93.1423,93.1423,100.0,100.0
ENSG00000164690,SHH,ENSMUSG00000002633,ortholog_one2one,87.4459,92.4485,100.0,100.0
ENSG00000177455,CD19,ENSMUSG00000030724,ortholog_one2one,65.2878,66.362,100.0,100.0
ENSG00000183060,LYSMD4,ENSMUSG00000043831,ortholog_one2one,70.2703,70.9898,100.0,100.0
ENSG00000038219,BOD1L1,ENSMUSG00000061755,ortholog_one2one,68.4694,68.8984,100.0,100.0
ENSG00000130675,MNX1,ENSMUSG00000001566,ortholog_one2one,90.0249,89.3564,100.0,100.0
ENSG00000152464,RPP38,ENSMUSG00000049950,ortholog_one2one,75.9717,76.7857,100.0,100.0
ENSG00000199753,SNORD104,ENSMUSG00000065126,ortholog_one2one,80.0,80.0,,100.0
ENSG00000277887,SNORA50C,ENSMUSG00000080540,ortholog_one2one,81.203,81.203,,100.0
ENSG00000221044,U3,ENSMUSG00000065629,ortholog_one2one,74.0196,70.2326,,0.0
ENSG00000161664,ASB16,ENSMUSG00000034768,ortholog_one2one,85.2097,85.2097,100.0,100.0
ENSG00000106633,GCK,ENSMUSG00000041798,ortholog_one2one,95.914,95.914,100.0,100.0
ENSG00000150783,TEX12,ENSMUSG00000032065,ortholog_one2one,84.5528,84.5528,100.0,100.0
ENSG00000138161,CUZD1,ENSMUSG00000040205,ortholog_one2one,70.5107,70.5107,100.0,100.0
ENSG00000131931,THAP1,ENSMUSG00000037214,ortholog_one2one,92.4883,93.8095,50.0,100.0
ENSG00000074410,CA12,ENSMUSG00000032373,ortholog_one2one,81.9209,81.9209,100.0,100.0
ENSG00000110245,APOC3,ENSMUSG00000032081,ortholog_one2one,61.6162,44.5255,100.0,100.0
ENSG00000183979,NPB,ENSMUSG00000044034,ortholog_one2one,56.0,58.8235,100.0,100.0
ENSG00000184451,CCR10,ENSMUSG00000044052,ortholog_one2one,88.1215,88.1215,100.0,100.0
ENSG00000160973,FOXH1,ENSMUSG00000033837,ortholog_one2one,77.2603,70.3242,100.0,100.0
ENSG00000135426,TESPA1,ENSMUSG00000034833,ortholog_one2one,62.7639,71.3974,50.0,97.96
ENSG00000108797,CNTNAP1,ENSMUSG00000017167,ortholog_one2one,93.3526,93.2852,100.0,99.84
ENSG00000176171,BNIP3,ENSMUSG00000078566,ortholog_one2one,90.2062,93.5829,100.0,95.42
ENSG00000146352,CLVS2,ENSMUSG00000019785,ortholog_one2one,97.8593,97.8593,50.0,100.0
ENSG00000147548,NSD3,ENSMUSG00000054823,ortholog_one2one,91.7884,91.2171,100.0,100.0
ENSG00000169682,SPNS1,ENSMUSG00000030741,ortholog_one2one,93.5606,93.5606,75.0,100.0
ENSG00000111860,CEP85L,ENSMUSG00000038594,ortholog_one2one,86.4596,86.3524,100.0,100.0
ENSG00000196305,IARS1,ENSMUSG00000037851,ortholog_one2one,90.6498,90.6498,50.0,100.0
ENSG00000169740,ZNF32,ENSMUSG00000059689,ortholog_one2one,95.2381,95.5882,100.0,100.0
ENSG00000129455,KLK8,ENSMUSG00000064023,ortholog_one2one,71.9231,71.9231,100.0,100.0
ENSG00000167695,TLCD3A,ENSMUSG00000069808,ortholog_one2one,73.1517,73.1517,75.0,100.0
ENSG00000138166,DUSP5,ENSMUSG00000034765,ortholog_one2one,93.4896,93.4896,100.0,100.0
ENSG00000109270,LAMTOR3,ENSMUSG00000091512,ortholog_one2one,97.5806,97.5806,100.0,100.0
ENSG00000179409,GEMIN4,ENSMUSG00000049396,ortholog_one2one,81.6635,81.6635,75.0,100.0
ENSG00000184381,PLA2G6,ENSMUSG00000042632,ortholog_one2one,89.8263,89.715,100.0,100.0
ENSG00000250719,P3R3URF,ENSMUSG00000078593,ortholog_one2one,61.0526,64.4444,100.0,100.0
ENSG00000171357,LURAP1,ENSMUSG00000028701,ortholog_one2one,84.1004,84.1004,100.0,100.0
ENSG00000202354,RNY3,ENSMUSG00000064945,ortholog_one2one,95.098,95.098,,0.0
ENSG00000201098,RNY1,ENSMUSG00000065701,ortholog_one2one,97.3451,98.2143,,0.0
ENSG00000107937,GTPBP4,ENSMUSG00000021149,ortholog_one2one,94.795,94.795,75.0,100.0
ENSG00000203685,STUM,ENSMUSG00000053963,ortholog_one2one,97.8723,97.8723,100.0,100.0
ENSG00000284844,TOMT,ENSMUSG00000078630,ortholog_one2one,92.6357,92.6357,100.0,100.0
ENSG00000121690,DEPDC7,ENSMUSG00000027173,ortholog_one2one,87.0842,87.0842,100.0,100.0
ENSG00000109654,TRIM2,ENSMUSG00000027993,ortholog_one2one,98.8327,98.961,100.0,100.0
ENSG00000073598,FNDC8,ENSMUSG00000018844,ortholog_one2one,66.358,66.9782,100.0,100.0
ENSG00000164631,ZNF12,ENSMUSG00000029587,ortholog_one2one,80.3443,81.6327,50.0,100.0
ENSG00000175387,SMAD2,ENSMUSG00000024563,ortholog_one2one,93.576,100.0,100.0,100.0
ENSG00000118520,ARG1,ENSMUSG00000019987,ortholog_one2one,86.9565,86.6873,100.0,100.0
ENSG00000137815,RTF1,ENSMUSG00000027304,ortholog_one2one,98.169,97.4825,100.0,96.04
ENSG00000169876,MUC17,ENSMUSG00000037390,ortholog_one2one,24.0151,23.9831,100.0,95.52
ENSG00000162413,KLHL21,ENSMUSG00000073700,ortholog_one2one,96.6499,96.6499,100.0,100.0
ENSG00000174684,B4GAT1,ENSMUSG00000047379,ortholog_one2one,96.6265,96.6265,100.0,100.0
ENSG00000158104,HPD,ENSMUSG00000029445,ortholog_one2one,89.5674,89.5674,100.0,100.0
ENSG00000141252,VPS53,ENSMUSG00000017288,ortholog_one2one,96.7548,96.7548,100.0,100.0
ENSG00000255561,FDXACB1,ENSMUSG00000037845,ortholog_one2one,71.6346,71.865,100.0,100.0
ENSG00000160472,TMEM190,ENSMUSG00000013091,ortholog_one2one,63.8418,68.0723,100.0,100.0
ENSG00000066336,SPI1,ENSMUSG00000002111,ortholog_one2one,88.5185,87.8676,100.0,100.0
ENSG00000105991,HOXA1,ENSMUSG00000029844,ortholog_one2one,93.7313,93.4524,100.0,100.0
ENSG00000127481,UBR4,ENSMUSG00000066036,ortholog_one2one,96.8937,96.9498,100.0,100.0
ENSG00000180357,ZNF609,ENSMUSG00000040524,ortholog_one2one,94.3303,94.1967,100.0,100.0
ENSG00000278129,ZNF8,ENSMUSG00000060397,ortholog_one2one,73.3913,73.7762,75.0,100.0
ENSG00000105996,HOXA2,ENSMUSG00000014704,ortholog_one2one,94.6809,95.6989,100.0,100.0
ENSG00000106004,HOXA5,ENSMUSG00000038253,ortholog_one2one,97.7778,97.7778,100.0,100.0
ENSG00000106006,HOXA6,ENSMUSG00000043219,ortholog_one2one,96.1373,96.5517,100.0,100.0
ENSG00000168070,MAJIN,ENSMUSG00000024786,ortholog_one2one,62.5,52.7344,100.0,100.0
ENSG00000122592,HOXA7,ENSMUSG00000038236,ortholog_one2one,91.3043,91.7031,100.0,100.0
ENSG00000176490,DIRAS1,ENSMUSG00000043670,ortholog_one2one,93.9394,93.9394,100.0,100.0
ENSG00000078399,HOXA9,ENSMUSG00000038227,ortholog_one2one,98.1618,98.524,100.0,100.0
ENSG00000140374,ETFA,ENSMUSG00000032314,ortholog_one2one,95.7958,95.7958,100.0,100.0
ENSG00000185008,ROBO2,ENSMUSG00000052516,ortholog_one2one,94.3652,90.5537,50.0,100.0
ENSG00000283745,MIR196B,ENSMUSG00000065443,ortholog_one2one,100.0,98.8235,,100.0
ENSG00000184232,OAF,ENSMUSG00000032014,ortholog_one2one,86.4469,83.6879,100.0,100.0
ENSG00000005073,HOXA11,ENSMUSG00000038210,ortholog_one2one,96.8051,96.8051,100.0,100.0
ENSG00000178982,EIF3K,ENSMUSG00000053565,ortholog_one2one,98.6239,98.6239,100.0,100.0
ENSG00000273961,,ENSMUSG00002075397,ortholog_one2one,94.898,96.875,,100.0
ENSG00000278334,,ENSMUSG00002075448,ortholog_one2one,90.9091,90.9091,,100.0
ENSG00000106031,HOXA13,ENSMUSG00000038203,ortholog_one2one,98.7113,99.2228,100.0,100.0
ENSG00000106038,EVX1,ENSMUSG00000005503,ortholog_one2one,94.3489,92.3077,100.0,100.0
ENSG00000077800,FKBP6,ENSMUSG00000040013,ortholog_one2one,81.9572,81.9572,100.0,100.0
ENSG00000157111,TMEM171,ENSMUSG00000052485,ortholog_one2one,74.6914,75.1553,100.0,100.0
ENSG00000145247,OCIAD2,ENSMUSG00000029153,ortholog_one2one,84.4156,84.4156,100.0,100.0
ENSG00000102886,GDPD3,ENSMUSG00000030703,ortholog_one2one,76.4151,73.6364,100.0,100.0
ENSG00000166016,ABTB2,ENSMUSG00000032724,ortholog_one2one,96.8781,96.9727,100.0,100.0
ENSG00000131013,PPIL4,ENSMUSG00000015757,ortholog_one2one,96.748,96.748,100.0,100.0
ENSG00000072786,STK10,ENSMUSG00000020272,ortholog_one2one,88.4297,88.6128,100.0,100.0
ENSG00000118514,ALDH8A1,ENSMUSG00000037542,ortholog_one2one,89.9384,89.9384,75.0,100.0
ENSG00000180269,GPR139,ENSMUSG00000066197,ortholog_one2one,94.051,96.2319,100.0,100.0
ENSG00000110169,HPX,ENSMUSG00000030895,ortholog_one2one,74.2424,74.5652,100.0,100.0
ENSG00000274070,CASTOR2,ENSMUSG00000015944,ortholog_one2one,97.2644,97.2644,50.0,100.0
ENSG00000225614,ZNF469,ENSMUSG00000043903,ortholog_one2one,45.5603,47.8353,100.0,100.0
ENSG00000205268,PDE7A,ENSMUSG00000069094,ortholog_one2one,94.1909,94.1909,100.0,100.0
ENSG00000155719,OTOA,ENSMUSG00000034990,ortholog_one2one,77.173,77.3087,50.0,100.0
ENSG00000188763,FZD9,ENSMUSG00000049551,ortholog_one2one,95.7699,95.6081,100.0,100.0
ENSG00000004846,ABCB5,ENSMUSG00000072791,ortholog_one2one,78.043,78.1673,100.0,100.0
ENSG00000122882,ECD,ENSMUSG00000021810,ortholog_one2one,78.2609,78.6271,50.0,100.0
ENSG00000226979,LTA,ENSMUSG00000024402,ortholog_one2one,72.1951,73.2673,100.0,100.0
ENSG00000163440,PDCL2,ENSMUSG00000029235,ortholog_one2one,87.1369,87.5,100.0,100.0
ENSG00000145592,RPL37,ENSMUSG00000041841,ortholog_one2one,100.0,100.0,100.0,100.0
ENSG00000111875,ASF1A,ENSMUSG00000019857,ortholog_one2one,99.5098,99.5098,100.0,100.0
ENSG00000197894,ADH5,ENSMUSG00000028138,ortholog_one2one,92.246,92.246,100.0,100.0
ENSG00000119698,PPP4R4,ENSMUSG00000021209,ortholog_one2one,90.9507,90.7429,100.0,100.0
ENSG00000112514,CUTA,ENSMUSG00000024194,ortholog_one2one,89.3855,90.3955,100.0,100.0
ENSG00000169131,ZNF354A,ENSMUSG00000020364,ortholog_one2one,82.6446,87.26,100.0,94.59
ENSG00000211454,AKR7L,ENSMUSG00000028743,ortholog_one2one,84.8943,76.5668,100.0,99.45
ENSG00000175691,ZNF77,ENSMUSG00000074862,ortholog_one2one,9.3578,39.8438,50.0,0.0
ENSG00000128346,C22orf23,ENSMUSG00000033029,ortholog_one2one,80.6452,81.0185,100.0,100.0
ENSG00000116731,PRDM2,ENSMUSG00000057637,ortholog_one2one,84.1676,84.6109,100.0,100.0
ENSG00000105131,EPHX3,ENSMUSG00000037577,ortholog_one2one,82.7778,70.283,50.0,100.0
ENSG00000197451,HNRNPAB,ENSMUSG00000020358,ortholog_one2one,92.4699,92.4699,100.0,99.97
ENSG00000184220,CMSS1,ENSMUSG00000022748,ortholog_one2one,82.4373,83.3333,100.0,100.0
ENSG00000149596,JPH2,ENSMUSG00000017817,ortholog_one2one,87.3563,87.3563,100.0,100.0
ENSG00000175643,RMI2,ENSMUSG00000037991,ortholog_one2one,84.3537,83.2215,50.0,100.0
ENSG00000032219,ARID4A,ENSMUSG00000048118,ortholog_one2one,85.8393,85.567,100.0,100.0
ENSG00000182095,TNRC18,ENSMUSG00000039477,ortholog_one2one,49.3261,83.4188,100.0,100.0
ENSG00000185022,MAFF,ENSMUSG00000042622,ortholog_one2one,87.8049,92.3077,100.0,100.0
ENSG00000178279,TNP2,ENSMUSG00000043050,ortholog_one2one,36.2319,42.735,100.0,100.0
ENSG00000168386,FILIP1L,ENSMUSG00000043336,ortholog_one2one,83.7815,88.1521,100.0,98.91
ENSG00000178257,PRM3,ENSMUSG00000050058,ortholog_one2one,67.9612,69.3069,75.0,100.0
ENSG00000147535,PLPP5,ENSMUSG00000031570,ortholog_one2one,85.2273,86.5385,100.0,100.0
ENSG00000122304,PRM2,ENSMUSG00000038015,ortholog_one2one,63.7255,60.7477,100.0,100.0
ENSG00000186806,VSIG10L,ENSMUSG00000070604,ortholog_one2one,69.2042,69.1244,100.0,100.0
ENSG00000169314,C22orf15,ENSMUSG00000050157,ortholog_one2one,56.7568,55.6291,75.0,100.0
ENSG00000124222,STX16,ENSMUSG00000027522,ortholog_one2one,93.8462,93.5583,100.0,99.81
ENSG00000172007,RAB33B,ENSMUSG00000027739,ortholog_one2one,94.7598,94.7598,100.0,100.0
ENSG00000167601,AXL,ENSMUSG00000002602,ortholog_one2one,87.5839,88.1757,100.0,100.0
ENSG00000148600,CDHR1,ENSMUSG00000021803,ortholog_one2one,85.2154,85.2154,100.0,100.0
ENSG00000223496,EXOSC6,ENSMUSG00000109941,ortholog_one2one,91.9118,91.5751,75.0,100.0
ENSG00000154917,RAB6B,ENSMUSG00000032549,ortholog_one2one,100.0,100.0,100.0,100.0
ENSG00000157404,KIT,ENSMUSG00000005672,ortholog_one2one,82.7869,82.5332,100.0,100.0
ENSG00000221514,SNORD111B,ENSMUSG00000080518,ortholog_one2one,85.0,89.4737,,100.0
ENSG00000221066,SNORD111,ENSMUSG00000080396,ortholog_one2one,82.9787,87.6404,,100.0
ENSG00000198792,TMEM184B,ENSMUSG00000009035,ortholog_one2one,96.0688,94.4444,100.0,99.91
ENSG00000034713,GABARAPL2,ENSMUSG00000031950,ortholog_one2one,100.0,100.0,100.0,100.0
ENSG00000146281,PM20D2,ENSMUSG00000054659,ortholog_one2one,81.422,82.3666,100.0,100.0
ENSG00000184661,CDCA2,ENSMUSG00000048922,ortholog_one2one,50.2444,52.3422,100.0,99.56
ENSG00000146282,RARS2,ENSMUSG00000028292,ortholog_one2one,86.5052,86.5052,100.0,100.0
ENSG00000114349,GNAT1,ENSMUSG00000034837,ortholog_one2one,99.4286,99.4286,100.0,100.0
ENSG00000148942,SLC5A12,ENSMUSG00000041644,ortholog_one2one,85.5987,85.4604,75.0,100.0
ENSG00000064652,SNX24,ENSMUSG00000024535,ortholog_one2one,97.0414,97.0414,100.0,100.0
ENSG00000130656,HBZ,ENSMUSG00000055609,ortholog_one2one,78.169,78.169,75.0,100.0
ENSG00000148331,ASB6,ENSMUSG00000039483,ortholog_one2one,89.3112,89.9522,75.0,100.0
ENSG00000167780,SOAT2,ENSMUSG00000023045,ortholog_one2one,81.9923,81.5238,100.0,100.0
ENSG00000182810,DDX28,ENSMUSG00000045538,ortholog_one2one,80.5556,80.5556,100.0,100.0
ENSG00000164600,NEUROD6,ENSMUSG00000037984,ortholog_one2one,98.2196,98.2196,100.0,100.0
ENSG00000242616,GNG10,ENSMUSG00000038607,ortholog_one2one,95.5882,95.5882,100.0,100.0
ENSG00000072736,NFATC3,ENSMUSG00000031902,ortholog_one2one,89.1163,89.0335,100.0,100.0
ENSG00000164808,SPIDR,ENSMUSG00000041974,ortholog_one2one,64.5902,63.3441,50.0,98.01
ENSG00000109956,B3GAT1,ENSMUSG00000045994,ortholog_one2one,98.503,98.503,50.0,100.0
ENSG00000140006,WDR89,ENSMUSG00000045690,ortholog_one2one,80.8786,81.0881,100.0,100.0
ENSG00000165629,ATP5F1C,ENSMUSG00000025781,ortholog_one2one,91.2752,91.2752,100.0,100.0
ENSG00000204711,CFAP95,ENSMUSG00000033053,ortholog_one2one,62.4454,62.7193,100.0,99.22
ENSG00000132911,NMUR2,ENSMUSG00000037393,ortholog_one2one,75.9036,79.7468,100.0,100.0
ENSG00000157379,DHRS1,ENSMUSG00000002332,ortholog_one2one,82.7476,82.7476,100.0,100.0
ENSG00000168228,ZCCHC4,ENSMUSG00000029179,ortholog_one2one,75.6335,75.7812,100.0,100.0
ENSG00000009954,BAZ1B,ENSMUSG00000002748,ortholog_one2one,91.1666,91.4131,100.0,100.0
ENSG00000131732,ZCCHC9,ENSMUSG00000021621,ortholog_one2one,83.3948,83.3948,100.0,100.0
ENSG00000204640,NMS,ENSMUSG00000067604,ortholog_one2one,63.3987,63.3987,100.0,100.0
ENSG00000241839,PLEKHO2,ENSMUSG00000050721,ortholog_one2one,77.551,76.7677,100.0,100.0
ENSG00000186660,ZFP91,ENSMUSG00000024695,ortholog_one2one,91.7544,91.4336,100.0,100.0
ENSG00000272020,RNU1-30P,ENSMUSG00002076989,ortholog_one2one,82.8221,82.8221,,0.0
ENSG00000100359,SGSM3,ENSMUSG00000042303,ortholog_one2one,93.992,93.8667,100.0,100.0
ENSG00000136720,HS6ST1,ENSMUSG00000045216,ortholog_one2one,97.3236,97.3236,25.0,100.0
ENSG00000107223,EDF1,ENSMUSG00000015092,ortholog_one2one,98.6487,98.6487,100.0,100.0
ENSG00000187605,TET3,ENSMUSG00000034832,ortholog_one2one,89.5822,89.1847,100.0,100.0
ENSG00000101782,RIOK3,ENSMUSG00000024404,ortholog_one2one,93.6416,93.6416,100.0,100.0
ENSG00000036828,CASR,ENSMUSG00000051980,ortholog_one2one,93.7848,93.6979,100.0,100.0
ENSG00000095970,TREM2,ENSMUSG00000023992,ortholog_one2one,68.2609,69.163,75.0,100.0
ENSG00000132823,OSER1,ENSMUSG00000035399,ortholog_one2one,86.6438,86.9416,100.0,100.0
ENSG00000169918,OTUD7A,ENSMUSG00000033510,ortholog_one2one,92.8189,93.5205,75.0,100.0
ENSG00000011332,DPF1,ENSMUSG00000030584,ortholog_one2one,97.9328,95.2261,75.0,100.0
ENSG00000169020,ATP5ME,ENSMUSG00000050856,ortholog_one2one,86.9565,84.507,100.0,100.0
ENSG00000135587,SMPD2,ENSMUSG00000019822,ortholog_one2one,75.1773,75.895,100.0,100.0
ENSG00000166797,CIAO2A,ENSMUSG00000032381,ortholog_one2one,95.0,95.0,100.0,100.0
ENSG00000101407,TTI1,ENSMUSG00000027650,ortholog_one2one,85.0321,85.3456,100.0,100.0
ENSG00000130717,UCK1,ENSMUSG00000002550,ortholog_one2one,91.6968,89.7526,50.0,99.63
ENSG00000100575,TIMM9,ENSMUSG00000021079,ortholog_one2one,97.7528,97.7528,100.0,100.0
ENSG00000183801,OLFML1,ENSMUSG00000051041,ortholog_one2one,46.7662,80.6867,100.0,100.0
ENSG00000112337,SLC17A2,ENSMUSG00000036110,ortholog_one2one,88.0753,88.0753,75.0,100.0
ENSG00000135973,GPR45,ENSMUSG00000041907,ortholog_one2one,88.9785,88.7399,100.0,100.0
ENSG00000164105,SAP30,ENSMUSG00000031609,ortholog_one2one,95.9091,95.9091,100.0,100.0
ENSG00000158683,PKD1L1,ENSMUSG00000046634,ortholog_one2one,57.9853,61.027,100.0,98.22
ENSG00000178562,CD28,ENSMUSG00000026012,ortholog_one2one,67.7273,68.3486,100.0,100.0
ENSG00000078140,UBE2K,ENSMUSG00000029203,ortholog_one2one,100.0,100.0,100.0,100.0
ENSG00000175455,CCDC14,ENSMUSG00000022833,ortholog_one2one,65.5249,63.4904,100.0,100.0
ENSG00000166961,MS4A15,ENSMUSG00000067571,ortholog_one2one,80.0,78.3673,100.0,97.18
ENSG00000187446,CHP1,ENSMUSG00000014077,ortholog_one2one,98.9744,98.9744,100.0,100.0
ENSG00000132563,REEP2,ENSMUSG00000038555,ortholog_one2one,92.9134,92.9134,100.0,100.0
ENSG00000197122,SRC,ENSMUSG00000027646,ortholog_one2one,98.8806,99.0654,100.0,100.0
ENSG00000139344,AMDHD1,ENSMUSG00000015890,ortholog_one2one,89.2019,89.2019,100.0,100.0
ENSG00000084092,NOA1,ENSMUSG00000036285,ortholog_one2one,74.9284,75.469,100.0,100.0
ENSG00000104093,DMXL2,ENSMUSG00000041268,ortholog_one2one,92.7731,92.8946,50.0,100.0
ENSG00000166171,DPCD,ENSMUSG00000041035,ortholog_one2one,88.1773,88.1773,100.0,100.0
ENSG00000164114,MAP9,ENSMUSG00000033900,ortholog_one2one,70.0155,70.1238,100.0,100.0
ENSG00000165478,HEPACAM,ENSMUSG00000046240,ortholog_one2one,94.7115,94.2584,100.0,100.0
ENSG00000166183,ASPG,ENSMUSG00000037686,ortholog_one2one,78.7085,79.9645,100.0,100.0
ENSG00000135083,CCNJL,ENSMUSG00000044707,ortholog_one2one,88.3721,88.3721,100.0,100.0
ENSG00000132259,CNGA4,ENSMUSG00000030897,ortholog_one2one,93.2174,93.2174,75.0,100.0
ENSG00000206538,VGLL3,ENSMUSG00000091243,ortholog_one2one,88.6503,88.9231,100.0,100.0
ENSG00000149577,SIDT2,ENSMUSG00000034908,ortholog_one2one,95.4327,95.4327,100.0,100.0
ENSG00000146038,DCDC2,ENSMUSG00000035910,ortholog_one2one,83.1933,83.3684,100.0,100.0
ENSG00000141425,RPRD1A,ENSMUSG00000040446,ortholog_one2one,98.7179,98.7179,100.0,100.0
ENSG00000164651,SP8,ENSMUSG00000048562,ortholog_one2one,93.7008,97.9424,100.0,100.0
ENSG00000121594,CD80,ENSMUSG00000075122,ortholog_one2one,42.3611,39.8693,100.0,93.72
ENSG00000092421,SEMA6A,ENSMUSG00000019647,ortholog_one2one,95.1456,93.5115,100.0,100.0
ENSG00000128512,DOCK4,ENSMUSG00000035954,ortholog_one2one,98.3291,98.18,75.0,100.0
ENSG00000101189,MRGBP,ENSMUSG00000027569,ortholog_one2one,96.5686,96.5686,100.0,100.0
ENSG00000093217,XYLB,ENSMUSG00000035769,ortholog_one2one,87.6866,85.2995,50.0,100.0
ENSG00000125875,TBC1D20,ENSMUSG00000027465,ortholog_one2one,93.0521,93.2836,100.0,100.0
ENSG00000150867,PIP4K2A,ENSMUSG00000026737,ortholog_one2one,98.0296,98.2716,100.0,100.0
ENSG00000185900,POMK,ENSMUSG00000037251,ortholog_one2one,80.5714,80.8023,75.0,100.0
ENSG00000081923,ATP8B1,ENSMUSG00000039529,ortholog_one2one,94.4844,94.4844,100.0,100.0
ENSG00000205208,C4orf46,ENSMUSG00000027811,ortholog_one2one,82.3009,83.7838,100.0,100.0
ENSG00000196526,AFAP1,ENSMUSG00000029094,ortholog_one2one,82.4324,91.7921,75.0,100.0
ENSG00000151746,BICD1,ENSMUSG00000003452,ortholog_one2one,95.5897,95.5897,50.0,100.0
ENSG00000172167,MTBP,ENSMUSG00000022369,ortholog_one2one,77.1018,77.9642,100.0,100.0
