gene_symbol_human,ensembl_id,chrom,tss,phastcons_100way_2kb
SAR1A,ENSG00000079332,chr10,70170905,0.06024375001821318
CAV2,ENSG00000105971,chr7,116287380,0.049613250066526234
CRELD2,ENSG00000184164,chr22,49917989,0.08194050001809955
MRM2,ENSG00000122687,chr7,2242205,0.036684249973419354
VPS51,ENSG00000149823,chr11,65089324,0.18133674998604693
KLC1,ENSG00000126214,chr14,103561896,0.28778950015155713
ZFP30,ENSG00000120784,chr19,37692337,0.15377225006715162
TRIP10,ENSG00000125733,chr19,6737925,0.1955350000441249
TM6SF1,ENSG00000136404,chr15,83107454,0.08857100010517752
MCRIP2,ENSG00000172366,chr16,636817,0.08817650009537464
HYCC1,ENSG00000122591,chr7,23014130,0.14276550004325692
INVS,ENSG00000119509,chr9,100098699,0.20336750011239202
SCARF2,ENSG00000244486,chr22,20437944,0.05590825005932129
SPRN,ENSG00000203772,chr10,133424625,0.02361625002359506
CSE1L,ENSG00000124207,chr20,49046246,0.11823350016126642
ARMCX3,ENSG00000102401,chrX,101622797,0.3987657501044741
TRIM39,ENSG00000204599,chr6,30325880,0.13196450030789128
POLR3K,ENSG00000161980,chr16,53658,0.11227400012611179
TRAF3IP2,ENSG00000056972,chr6,111606910,0.14416550005585305
EPB41L4B,ENSG00000095203,chr9,109321067,0.12642125007594587
LYAR,ENSG00000145220,chr4,4290196,0.03958925002408796
ASB5,ENSG00000164122,chr4,176277571,0.03033775003219489
CCDC22,ENSG00000101997,chrX,49235444,0.247699000100547
NDUFB1,ENSG00000183648,chr14,92121978,0.06252900008313009
BCLAF1,ENSG00000029363,chr6,136289851,0.0802397500431689
DDX10,ENSG00000178105,chr11,108665053,0.0929090001389559
SYPL1,ENSG00000008282,chr7,106112589,0.0901319999608968
RAD51,ENSG00000051180,chr15,40694774,0.06553624999991735
LIMK1,ENSG00000106683,chr7,74082933,0.07816750013138517
DISP2,ENSG00000140323,chr15,40358219,0.09841000007468392
HNRNPH1,ENSG00000169045,chr5,179634784,0.0427427500433987
TRDMT1,ENSG00000107614,chr10,17202054,0.07662325004220474
KLF8,ENSG00000102349,chrX,56232356,0.27067650006039184
CERCAM,ENSG00000167123,chr9,128411751,0.11229575000525802
STXBP6,ENSG00000168952,chr14,25050333,0.14438750018383142
WDR73,ENSG00000177082,chr15,84654343,0.10643325010573608
CSNK1E,ENSG00000213923,chr22,38320044,0.059451249992620435
SEMA3E,ENSG00000170381,chr7,83649139,0.2470095000769361
SBF1,ENSG00000100241,chr22,50483923,0.03305124999268446
OGN,ENSG00000106809,chr9,92406734,0.04392549997280003
PON1,ENSG00000005421,chr7,95324710,0.028411750077240866
SLC51B,ENSG00000186198,chr15,65045387,0.04968575003943988
GLI3,ENSG00000106571,chr7,42264265,0.04572800000823918
SULT1C3,ENSG00000196228,chr2,108239968,0.033389500071993095
TMEM245,ENSG00000106771,chr9,109119974,0.18786375018171383
MYH14,ENSG00000105357,chr19,50188186,0.08633225000224774
HILPDA,ENSG00000135245,chr7,128455829,0.04926999996404629
MAP3K11,ENSG00000173327,chr11,65615382,0.3252580001491588
METTL9,ENSG00000197006,chr16,21597218,0.11379050012968946
FTO,ENSG00000140718,chr16,53701692,0.197491750091227
GDI1,ENSG00000203879,chrX,154436600,0.19763350018646453
CYRIB,ENSG00000153310,chr8,130017504,0.073148500047595
CLEC16A,ENSG00000038532,chr16,10944539,0.1215705000727321
VPS26A,ENSG00000122958,chr10,69123512,0.12609100012879934
NME4,ENSG00000103202,chr16,396725,0.04430625010849326
PPP1R16B,ENSG00000101445,chr20,38804915,0.14959775018441723
ZNF205,ENSG00000122386,chr16,3112550,0.07371149995570886
IL1RL1,ENSG00000115602,chr2,102311502,0.022752250082441607
OTOS,ENSG00000178602,chr2,240144562,0.007006000034685713
PRNP,ENSG00000171867,chr20,4685730,0.03029225002991734
ACP2,ENSG00000134575,chr11,47249288,0.11916075011095381
LLGL1,ENSG00000131899,chr17,18225569,0.08292600004017003
SHBG,ENSG00000129214,chr17,7613946,0.24563250009546755
OGFR,ENSG00000060491,chr20,62804178,0.012179500049649504
GBE1,ENSG00000114480,chr3,81761781,0.06371625006842077
H2AC19,ENSG00000288859,chr1,149851061,0.2946582501079829
NGLY1,ENSG00000151092,chr3,25790039,0.21101650005672126
SLC3A1,ENSG00000138079,chr2,44275458,0.12817275007089485
HMG20A,ENSG00000140382,chr15,77419830,0.32120775001405855
OXSM,ENSG00000151093,chr3,25782917,0.07322250003900263
AP1S3,ENSG00000152056,chr2,223838027,0.056258999979530926
SH3D21,ENSG00000214193,chr1,36306368,0.3367940001035458
NIFK,ENSG00000155438,chr2,121736912,0.08417575008960557
EPB41L5,ENSG00000115109,chr2,120013066,0.04216850005998276
CNOT4,ENSG00000080802,chr7,135510145,0.2511857501216291
SYNGR1,ENSG00000100321,chr22,39349909,0.10359650002920534
FAM171B,ENSG00000144369,chr2,186694019,0.14960525006390527
SPRED1,ENSG00000166068,chr15,38252139,0.3060625000273285
C1GALT1C1,ENSG00000171155,chrX,120630054,0.0950427501007216
CPNE9,ENSG00000144550,chr3,9703691,0.1867407501649868
PRPS2,ENSG00000101911,chrX,12791355,0.09142975019713048
FLG,ENSG00000143631,chr1,152325239,0.08425475005386397
NOB1,ENSG00000141101,chr16,69754942,0.35072349997537094
ARHGEF40,ENSG00000165801,chr14,21069647,0.16972718136277362
GLDC,ENSG00000178445,chr9,6645729,0.115352750138205
STS,ENSG00000101846,chrX,7147237,0.04016625008359551
XYLT2,ENSG00000015532,chr17,50346080,0.1289047500244924
PARM1,ENSG00000169116,chr4,74933041,0.07218599997475394
RNU6-176P,ENSG00000253005,chr1,28142841,0.04561474998129415
RSU1,ENSG00000148484,chr10,16817463,0.07079250010449323
BAZ2B,ENSG00000123636,chr2,159617282,0.5042165001914837
C17orf78,ENSG00000278505,chr17,37375985,0.10055550006040721
ELOB,ENSG00000103363,chr16,2777290,0.06761250000671135
TMEM170A,ENSG00000166822,chr16,75465497,0.08657725007535191
ZBTB5,ENSG00000168795,chr9,37468850,0.11366175002910313
TMEM231,ENSG00000205084,chr16,75556289,0.12438275004038588
GDF5,ENSG00000125965,chr20,35454746,0.07074025001516565
NFE2,ENSG00000123405,chr12,54301259,0.12626625003205846
SMARCA2,ENSG00000080503,chr9,1980290,0.2629852501963906
ADAD2,ENSG00000140955,chr16,84191125,0.031317500072647816
TRIB3,ENSG00000101255,chr20,362835,0.02534750007389812
XRCC3,ENSG00000126215,chr14,103715504,0.0731097500163014
SIL1,ENSG00000120725,chr5,139293557,0.19201900012567058
TBX4,ENSG00000121075,chr17,61451906,0.1652930001981731
PDLIM4,ENSG00000131435,chr5,132257644,0.12801025005232078
PUDP,ENSG00000130021,chrX,7148165,0.03950675006577512
TMEM218,ENSG00000150433,chr11,125111870,0.08263549993734341
FAM219A,ENSG00000164970,chr9,34458591,0.21328200015443144
TH,ENSG00000180176,chr11,2171968,0.0448290000440029
ACVR1C,ENSG00000123612,chr2,157628885,0.17554425008813268
FAM47E,ENSG00000189157,chr4,76214040,0.06412049994061818
BANF1,ENSG00000175334,chr11,66002228,0.1943067500035977
FOXN3,ENSG00000053254,chr14,89619271,0.3477155002025829
LRRC34,ENSG00000171757,chr3,169812986,0.07502725004672539
SLC22A4,ENSG00000197208,chr5,132293769,0.1029050001646101
LBP,ENSG00000129988,chr20,38346482,0.03945000002568122
HSP90AB1,ENSG00000096384,chr6,44245808,0.06269875004905043
PCNA,ENSG00000132646,chr20,5126626,0.0659610000414541
GOLM2,ENSG00000166734,chr15,44288699,0.21651325003246893
TTI2,ENSG00000129696,chr8,33513185,0.08142700014464208
GRB10,ENSG00000106070,chr7,50793462,0.09726225002930733
LRRC3C,ENSG00000204913,chr17,39927732,0.13239325010194444
GPKOW,ENSG00000068394,chrX,49123746,0.12128525019390508
GBGT1,ENSG00000148288,chr9,133164245,0.011006750002270565
PCDH7,ENSG00000169851,chr4,30720369,0.5949985000283923
PNMT,ENSG00000141744,chr17,39667981,0.19180400011027815
L3MBTL2,ENSG00000100395,chr22,41205282,0.08026500014332123
EEIG1,ENSG00000167106,chr9,127981068,0.13167175009523635
SLC9A2,ENSG00000115616,chr2,102619553,0.09052550018651527
EPC2,ENSG00000135999,chr2,148644440,0.33447275007885763
FEZF1,ENSG00000128610,chr7,122310691,0.09434324995605857
PGAP3,ENSG00000161395,chr17,39696797,0.09566275007548393
TOP3B,ENSG00000100038,chr22,21982813,0.04359500003937865
LIAS,ENSG00000121897,chr4,39459004,0.14563475009039395
CCNF,ENSG00000162063,chr16,2429394,0.07045550008228747
MRPL53,ENSG00000204822,chr2,74472687,0.1327467501513893
SPPL2A,ENSG00000138600,chr15,50765948,0.08101475012031734
ADAMTSL2,ENSG00000197859,chr9,133532164,0.031786499962210654
GABRA5,ENSG00000186297,chr15,26866911,0.05798399997869274
DEF6,ENSG00000023892,chr6,35297818,0.11706400013848907
SPARCL1,ENSG00000152583,chr4,87531118,0.1313412500213308
ZPBP2,ENSG00000186075,chr17,39868202,0.15103174994990695
KLHL40,ENSG00000157119,chr3,42685447,0.29057550004599036
ARHGEF28,ENSG00000214944,chr5,73625757,0.15033675001357916
TBL2,ENSG00000106638,chr7,73578791,0.06343599997385173
MAP2K5,ENSG00000137764,chr15,67542611,0.17531275004742203
TCAP,ENSG00000173991,chr17,39665349,0.2069600000512728
AGXT,ENSG00000172482,chr2,240868543,0.06976800014241599
RGMB,ENSG00000174136,chr5,98768004,0.13349800011413754
ABHD2,ENSG00000140526,chr15,89087459,0.1552304999655462
BUD23,ENSG00000071462,chr7,73683568,0.15163725006071035
ACMSD,ENSG00000153086,chr2,134838312,0.13700650023610797
HAPSTR1,ENSG00000182831,chr16,9091610,0.18041725006245543
GPAT4,ENSG00000158669,chr8,41577187,0.036489500086347104
FLG2,ENSG00000143520,chr1,152360006,0.08730525008018594
CPSF6,ENSG00000111605,chr12,69239543,0.12065249991859309
ABHD12,ENSG00000100997,chr20,25390866,0.057647000050754287
STK35,ENSG00000125834,chr20,2101767,0.23693300005196943
GYG1,ENSG00000163754,chr3,148991408,0.054208052007251595
IL1RL2,ENSG00000115598,chr2,102186980,0.016823500075843184
SLC16A2,ENSG00000147100,chrX,74421383,0.24839750015438766
ARHGEF15,ENSG00000198844,chr17,8310241,0.2100856978426427
SMARCC2,ENSG00000139613,chr12,56189567,0.17079449997321353
RPH3A,ENSG00000089169,chr12,112570380,0.0934827498967934
LSM8,ENSG00000128534,chr7,118183976,0.05378300007482176
DLX4,ENSG00000108813,chr17,49968588,0.15590400022341055
CDYL2,ENSG00000166446,chr16,80804598,0.18695525015328895
SEMA3D,ENSG00000153993,chr7,85187056,0.10283000009605894
MFNG,ENSG00000100060,chr22,37486402,0.07662675000852323
TCEANC,ENSG00000176896,chrX,13653078,0.044506000001129
GINS2,ENSG00000131153,chr16,85690073,0.09242575008777203
RAB9B,ENSG00000123570,chrX,103835153,0.15090774997149128
TNFRSF12A,ENSG00000006327,chr16,3018445,0.07160650005342904
LCE7A,ENSG00000285946,chr1,152859996,0.04399250003433554
IQUB,ENSG00000164675,chr7,123535077,0.05565025011377293
DIXDC1,ENSG00000150764,chr11,111927144,0.08443749994368409
ADSL,ENSG00000239900,chr22,40346461,0.07482525006544892
DNAJC2,ENSG00000105821,chr7,103344830,0.07446000010732677
LONRF3,ENSG00000175556,chrX,118974614,0.24842575004219544
RIMKLB,ENSG00000166532,chr12,8681483,0.10998250018167892
KREMEN2,ENSG00000131650,chr16,2963960,0.0991359999810229
SYTL5,ENSG00000147041,chrX,38006515,0.08781350022432162
SMIM30,ENSG00000214194,chr7,113118582,0.13242999998759478
COL26A1,ENSG00000160963,chr7,101362407,0.172586951156848
KCNJ2,ENSG00000123700,chr17,70168302,0.2143810002115206
KCTD21,ENSG00000188997,chr11,78188644,0.12800824998997268
NLRP2,ENSG00000022556,chr19,54953130,0.1744937501604727
TSPAN13,ENSG00000106537,chr7,16753745,0.12746100011718225
PLK1,ENSG00000166851,chr16,23677656,0.1472092501888983
RMDN3,ENSG00000137824,chr15,40755851,0.08618374994161422
IBTK,ENSG00000005700,chr6,82247775,0.0894190001290699
REST,ENSG00000084093,chr4,56907876,0.22207874998543412
DCX,ENSG00000077279,chrX,111412429,0.4175377500350296
HCN1,ENSG00000164588,chr5,45696498,0.24093199997689227
EMB,ENSG00000170571,chr5,50443248,0.05210099999958766
NFAM1,ENSG00000235568,chr22,42432403,0.06547124995075865
PTPRZ1,ENSG00000106278,chr7,121873089,0.09400775005595642
AKAP3,ENSG00000111254,chr12,4649072,0.04027200003623148
PCED1A,ENSG00000132635,chr20,2841190,0.21812300019184477
ZNF142,ENSG00000115568,chr2,218659655,0.22399250010453398
YTHDC2,ENSG00000047188,chr5,113513694,0.08588675005090772
EFHC2,ENSG00000183690,chrX,44343850,0.0889607501545106
MAD2L1,ENSG00000164109,chr4,120067192,0.08082875004512607
UCKL1,ENSG00000198276,chr20,63956480,0.10790374996649917
GEN1,ENSG00000178295,chr2,17753278,0.046877500030590456
POLR1C,ENSG00000171453,chr6,43509702,0.220772750050528
TVP23A,ENSG00000166676,chr16,10818794,0.05799075004539918
TEAD2,ENSG00000074219,chr19,49362729,0.09247100007452537
TMEM88,ENSG00000167874,chr17,7855059,0.5503257504656504
SERHL2,ENSG00000183569,chr22,42553617,0.09253025001790957
NEURL3,ENSG00000163121,chr2,96508153,0.021352000018872785
ZNF341,ENSG00000131061,chr20,33731657,0.05255425008927705
RBBP9,ENSG00000089050,chr20,18497234,0.11971671323413237
PIPOX,ENSG00000179761,chr17,28950513,0.6203882503281056
UVSSA,ENSG00000163945,chr4,1345691,0.07752700003128848
HSPB2,ENSG00000170276,chr11,111912159,0.4314237503548502
SERINC3,ENSG00000132824,chr20,44522094,0.11232675007925719
SH3GL3,ENSG00000140600,chr15,83447228,0.075728750020382
MAPDA,ENSG00000168803,chr15,43330307,0.3488200000802463
LSM6,ENSG00000164167,chr4,146175685,0.0818352500621113
SH3BGRL,ENSG00000131171,chrX,81202005,0.1918725000867853
MAOB,ENSG00000069535,chrX,43882559,0.03425875005111448
P4HTM,ENSG00000178467,chr3,48989889,0.0835010000608163
ANLN,ENSG00000011426,chr7,36389727,0.08813674999497016
CNPY3,ENSG00000137161,chr6,42929115,0.0884107500515238
TENT2,ENSG00000164329,chr5,79611811,0.08560715188179957
CDCA7,ENSG00000144354,chr2,173354820,0.11148350001053768
MGAT4C,ENSG00000182050,chr12,86838904,0.25156221093432163
IKZF3,ENSG00000161405,chr17,39864312,0.21078125021612504
GAS2L2,ENSG00000270765,chr17,35753260,0.11574000011594035
HSPA12B,ENSG00000132622,chr20,3730248,0.02658450005837949
SYTL3,ENSG00000164674,chr6,158644387,0.035099500011303464
PSMC2,ENSG00000161057,chr7,103328570,0.10931250011787051
MEIOC,ENSG00000180336,chr17,44656404,0.10806350005796413
KDM8,ENSG00000155666,chr16,27203486,0.025970500042341884
VPS16,ENSG00000215305,chr20,2840689,0.2435830002295261
ARID1A,ENSG00000117713,chr1,26693236,0.3492600003390398
TRAP1,ENSG00000126602,chr16,3717591,0.04514999998922576
KPLCE,ENSG00000198854,chr1,152719522,0.1515672499174834
FAM136A,ENSG00000035141,chr2,70302067,0.07907375009811948
CSK,ENSG00000103653,chr15,74782055,0.14989625017822256
EZR,ENSG00000092820,chr6,158819413,0.05010549994569737
TCEAL7,ENSG00000182916,chrX,103330178,0.23466925009406986
SIRT3,ENSG00000142082,chr11,236931,0.06256625001123757
COL4A6,ENSG00000197565,chrX,108439497,0.3511610001552326
SEMA3B,ENSG00000012171,chr3,50267542,0.10693849998901715
VOPP1,ENSG00000154978,chr7,55572988,0.019800750039721607
KRT222,ENSG00000213424,chr17,40665181,0.14148775004898198
MAP3K1,ENSG00000095015,chr5,56815538,0.21153975011000875
C8orf58,ENSG00000241852,chr8,22599594,0.06933674999693176
CPNE4,ENSG00000196353,chr3,132285410,0.13934175006602892
CHMP2A,ENSG00000130724,chr19,58555128,0.23109350016032112
ZC3HAV1,ENSG00000105939,chr7,139132122,0.19036200020223623
LIMD1,ENSG00000144791,chr3,45555394,0.04782099995401222
SLC9A5,ENSG00000135740,chr16,67237683,0.3424142501449096
PET100,ENSG00000229833,chr19,7629711,0.15976650017744395
GLUL,ENSG00000135821,chr1,182392206,0.11599150005963747
FBXL16,ENSG00000127585,chr16,705843,0.054119250092160655
DNPH1,ENSG00000112667,chr6,43229484,0.10069475019411767
CCR7,ENSG00000126353,chr17,40565472,0.10141650011570891
RGS10,ENSG00000148908,chr10,119543294,0.09346150009604753
YBX2,ENSG00000006047,chr17,7294639,0.19600500003801427
ARHGAP44,ENSG00000006740,chr17,12789498,0.2730927504852589
ACOX2,ENSG00000168306,chr3,58537387,0.024339750002342044
CWF19L2,ENSG00000152404,chr11,107457842,0.051076000000088245
ADD2,ENSG00000075340,chr2,70768499,0.12471875012351666
SGF29,ENSG00000176476,chr16,28553915,0.06951950015875627
NUDT7,ENSG00000140876,chr16,77722485,0.016732999996253058
HIVEP3,ENSG00000127124,chr1,42035925,0.229488250178576
GLIS2,ENSG00000126603,chr16,4314761,0.10902000001099077
YAE1,ENSG00000241127,chr7,39566379,0.0656652500256896
ASGR1,ENSG00000141505,chr17,7179648,0.06499124991655117
TXNL4B,ENSG00000140830,chr16,72094431,0.12232525008343509
UBA7,ENSG00000182179,chr3,49814151,0.20538700015988434
ESRP2,ENSG00000103067,chr16,68238102,0.05456925008742837
GALC,ENSG00000054983,chr14,87993665,0.06882200000487501
PKN1,ENSG00000123143,chr19,14433053,0.1337087500525231
RSC1A1,ENSG00000215695,chr1,15659713,0.2048217499994789
EPHA1,ENSG00000146904,chr7,143408856,0.13850750008699833
FOXJ1,ENSG00000129654,chr17,76141245,0.23041925005370284
NDUFA4,ENSG00000189043,chr7,10940531,0.0827260000630631
XRCC6,ENSG00000196419,chr22,41620786,0.12671475031305454
MOSPD3,ENSG00000106330,chr7,100612102,0.21258800028887345
USP42,ENSG00000106346,chr7,6104934,0.08923250010111951
CCP110,ENSG00000103540,chr16,19523811,0.17994800006391598
ZNF689,ENSG00000156853,chr16,30624012,0.15050150007093907
TLE3,ENSG00000140332,chr15,70098176,0.4914466119533503
C17orf107,ENSG00000205710,chr17,4899418,0.3217740001515194
KLC4,ENSG00000137171,chr6,43040777,0.1554612501609081
GAL3ST1,ENSG00000128242,chr22,30576210,0.08263825004181126
PRR5L,ENSG00000135362,chr11,36296120,0.05563949994527502
ZNF746,ENSG00000181220,chr7,149497817,0.05802349987553316
NADK2,ENSG00000152620,chr5,36242279,0.11297949991421774
PIP4K2B,ENSG00000276293,chr17,38800126,0.20920774993937813
MC1R,ENSG00000258839,chr16,89912119,0.055351500033459164
GPC2,ENSG00000213420,chr7,100177381,0.29461399999723653
PDIA4,ENSG00000155660,chr7,149028662,0.061049500085850014
PARP6,ENSG00000137817,chr15,72272999,0.13941100021693273
C6orf89,ENSG00000198663,chr6,36871870,0.08087850011620322
MYADML2,ENSG00000185105,chr17,81947233,0.05011624998494517
TM4SF5,ENSG00000142484,chr17,4771849,0.0713395000154269
RNF212B,ENSG00000215277,chr14,23185316,0.12825575014066998
CCDC42,ENSG00000161973,chr17,8745970,0.060852249984804076
GRAMD4,ENSG00000075240,chr22,46575644,0.032160499985388016
SPTLC1,ENSG00000090054,chr9,92115433,0.043025250055390644
PWWP3A,ENSG00000160953,chr19,1354293,0.035059250021789924
FBXO38,ENSG00000145868,chr5,148383826,0.059015250082156856
SELENOF,ENSG00000183291,chr1,86914424,0.1930587500385882
ZNF593,ENSG00000142684,chr1,26169908,0.26991650016553465
NRP1,ENSG00000099250,chr10,33336262,0.21500399979462964
RND3,ENSG00000115963,chr2,150539011,0.07713125010937802
ZNF7,ENSG00000147789,chr8,144826894,0.01782150002612616
PHYHIP,ENSG00000168490,chr8,22232101,0.18709375009741053
ESYT3,ENSG00000158220,chr3,138434586,0.09008125011934316
GLYR1,ENSG00000140632,chr16,4847343,0.19307100018087658
CAD,ENSG00000084774,chr2,27217369,0.20071050019864925
BMP6,ENSG00000153162,chr6,7726049,0.1875172500537301
SLC9A6,ENSG00000198689,chrX,135973841,0.14395949993646354
CFAP91,ENSG00000183833,chr3,119703022,0.06759625006371062
SULF1,ENSG00000137573,chr8,69466624,0.4759415002231253
SOS1,ENSG00000115904,chr2,39124345,0.047185750141652535
TNIP1,ENSG00000145901,chr5,151093577,0.08680750018946128
LIPA,ENSG00000107798,chr10,89415367,0.06950275014378712
TMEM242,ENSG00000215712,chr6,157323601,0.07041725007889908
KLC2,ENSG00000174996,chr11,66257294,0.12942649999042624
GUCA2B,ENSG00000044012,chr1,42153410,0.06152050012623658
RASSF2,ENSG00000101265,chr20,4823870,0.1358990001283528
ZFAND2B,ENSG00000158552,chr2,219195237,0.06886581400000442
NME6,ENSG00000172113,chr3,48301685,0.07361250011902302
ZRSR2,ENSG00000169249,chrX,15790106,0.07999624999638763
CCDC124,ENSG00000007080,chr19,17932588,0.05724974995231605
DCAF12,ENSG00000198876,chr9,34127399,0.21195850026485277
NOLC1,ENSG00000166197,chr10,102152175,0.11844675000710413
TMEM101,ENSG00000091947,chr17,44023946,0.13974425001358032
PLEKHA1,ENSG00000107679,chr10,122374675,0.09534675007945043
TMEM253,ENSG00000232070,chr14,21098811,0.24747325014325908
LUZP1,ENSG00000169641,chr1,23178152,0.13720225021018995
CD37,ENSG00000104894,chr19,49335171,0.12685550018129288
CDT1,ENSG00000167513,chr16,88803789,0.08460800000178278
NUDT16L1,ENSG00000168101,chr16,4693562,0.17043275016194093
B3GNT3,ENSG00000179913,chr19,17794697,0.025550250105414306
TMEM44,ENSG00000145014,chr3,194633689,0.08705275002829148
MPZ,ENSG00000158887,chr1,161309968,0.1611705000316142
VIPAS39,ENSG00000151445,chr14,77457952,0.18262400002387585
NAPRT,ENSG00000147813,chr8,143578649,0.23979775018902727
TAFAZZIN,ENSG00000102125,chrX,154409456,0.03228800000701449
SUCNR1,ENSG00000198829,chr3,151873643,0.06201975006549037
TEX101,ENSG00000131126,chr19,43401496,0.6048707499372831
CHST4,ENSG00000140835,chr16,71525233,0.04744875001491164
LHCGR,ENSG00000138039,chr2,48755730,0.06928950003502542
PSEN1,ENSG00000080815,chr14,73136418,0.08400175016463618
GFI1B,ENSG00000165702,chr9,132944000,0.21111699995037633
TCEAL1,ENSG00000172465,chrX,103628701,0.24110900006536395
ZFP1,ENSG00000184517,chr16,75148494,0.08061725003499305
ZNF219,ENSG00000165804,chr14,21104722,0.20462025033831013
PTPRA,ENSG00000132670,chr20,2870754,0.07085000005923212
TMEM220,ENSG00000187824,chr17,10730354,0.08725925010649371
GFOD2,ENSG00000141098,chr16,67719339,0.08850500010815449
AVPI1,ENSG00000119986,chr10,97687561,0.07839575002272613
PECR,ENSG00000115425,chr2,216082955,0.07151525007805322
MAP3K4,ENSG00000085511,chr6,160991473,0.09365100010531023
SPATA2L,ENSG00000158792,chr16,89701705,0.06758425010263454
VMA22,ENSG00000136710,chr2,130342699,0.13920525018076296
KRT17,ENSG00000128422,chr17,41624842,0.16077325038408163
AASDH,ENSG00000157426,chr4,56387523,0.0355173037290919
ZDHHC2,ENSG00000104219,chr8,17155974,0.06257150006695883
IL13RA1,ENSG00000131724,chrX,118727133,0.12481074990541674
DPM1,ENSG00000000419,chr20,50959140,0.29572175023236197
SLITRK4,ENSG00000179542,chrX,143636101,0.37481775006343376
FZD6,ENSG00000164930,chr8,103298433,0.09022125015591155
ARMCX1,ENSG00000126947,chrX,101550411,0.08709050008025952
HDHD5,ENSG00000069998,chr22,17165287,0.027236499977094354
TRIM63,ENSG00000158022,chr1,26068436,0.11836224992849748
MRPL32,ENSG00000106591,chr7,42932346,0.05731425003835466
MCM7,ENSG00000166508,chr7,100101940,0.24924825027931366
NUP205,ENSG00000155561,chr7,135557726,0.08186975006919238
TIMM22,ENSG00000177370,chr17,997118,0.13476200007565786
TYMP,ENSG00000025708,chr22,50530326,0.12621525015562657
MACROD1,ENSG00000133315,chr11,64166482,0.12406075016126851
ASB11,ENSG00000165192,chrX,15315640,0.1956452501451422
MIR488,ENSG00000202609,chr1,177029445,0.16738625006229269
VAV2,ENSG00000160293,chr9,133992854,0.09413200001552469
PFKM,ENSG00000152556,chr12,48105139,0.16971325000864454
CDH1,ENSG00000039068,chr16,68737292,0.09103725020296406
MMP25,ENSG00000008516,chr16,3046062,0.0688245000775496
NDUFB10,ENSG00000140990,chr16,1959508,0.08073100004333537
TSG101,ENSG00000074319,chr11,18526965,0.09423324990912806
TRAPPC5,ENSG00000181029,chr19,7680833,0.15327924993995112
GAS2,ENSG00000148935,chr11,22625509,0.12831074991633068
INTS12,ENSG00000138785,chr4,105895986,0.120415250072052
BDH1,ENSG00000161267,chr3,197573382,0.1019200000934943
FLNA,ENSG00000196924,chrX,154374638,0.09429425008417457
FBXO17,ENSG00000269190,chr19,38976773,0.05991550013143569
KCNJ16,ENSG00000153822,chr17,70053429,0.06602050012315158
GAS7,ENSG00000007237,chr17,10198853,0.15806325011252192
SEMA3A,ENSG00000075213,chr7,84492939,0.3967245002840646
CENPO,ENSG00000138092,chr2,24793111,0.09227050009128289
ENDOV,ENSG00000173818,chr17,80415158,0.07455075003011734
SZT2,ENSG00000198198,chr1,43389882,0.12269950016849906
RC3H2,ENSG00000056586,chr9,122905513,0.24912525003164773
ASPA,ENSG00000108381,chr17,3472374,0.07871450011085836
ADCY1,ENSG00000164742,chr7,45574140,0.17904225004350882
C1orf232,ENSG00000282872,chr1,26168963,0.19559975012970973
SNX5,ENSG00000089006,chr20,17969022,0.17821350013182383
ENPP7,ENSG00000182156,chr17,79728809,0.02291900009175879
STK16,ENSG00000115661,chr2,219245455,0.2613205000192393
RAB26,ENSG00000167964,chr16,2140803,0.05830425001741969
IGFBP7,ENSG00000163453,chr4,57110690,0.12434525018231943
DPYSL4,ENSG00000151640,chr10,132186897,0.028128000083845108
IGFBP2,ENSG00000115457,chr2,216632828,0.1133334999421495
VRK3,ENSG00000105053,chr19,50025946,0.04081599995261058
LTO1,ENSG00000149716,chr11,69675416,0.06148750001820736
JAZF1,ENSG00000153814,chr7,28180992,0.3163597499915923
CSNK1D,ENSG00000141551,chr17,82273700,0.06309200010882342
ZNF778,ENSG00000170100,chr16,89217692,0.02354750008828705
DDX49,ENSG00000105671,chr19,18919700,0.1190715000332857
SELENON,ENSG00000162430,chr1,25800193,0.08532849999488099
MYOZ3,ENSG00000164591,chr5,150660450,0.10740575010891189
TEDC2,ENSG00000162062,chr16,2460086,0.043343499998445625
DBI,ENSG00000155368,chr2,119366917,0.06222950008377666
EIF2S1,ENSG00000134001,chr14,67360011,0.07314350006263703
RGSL1,ENSG00000121446,chr1,182409192,0.04286850008222973
PWWP3B,ENSG00000157502,chrX,106168304,0.061753750073316044
CDC26,ENSG00000176386,chr9,113275602,0.0934452500755142
RIC8A,ENSG00000177963,chr11,207499,0.09309525004168973
SLC7A6OS,ENSG00000103061,chr16,68310952,0.09491625003836816
SPTLC2,ENSG00000100596,chr14,77616672,0.15286650026432472
STMN4,ENSG00000015592,chr8,27258435,0.16721000006163375
DBNDD1,ENSG00000003249,chr16,90019890,0.03681225013191579
PAXIP1,ENSG00000157212,chr7,155003124,0.06391375003475695
IGF2BP3,ENSG00000136231,chr7,23470491,0.3566950001691002
ACP5,ENSG00000102575,chr19,11579993,0.04802900004046387
EPHA10,ENSG00000183317,chr1,37765133,0.23740775009433857
AGRN,ENSG00000188157,chr1,1020120,0.09392425006980193
CWF19L1,ENSG00000095485,chr10,100267684,0.05687125009132433
NSMCE4A,ENSG00000107672,chr10,121975257,0.10330950000637676
MISP3,ENSG00000141854,chr19,14072108,0.26851750028139215
