human_ensembl_id,human_gene_name,lemur_ensembl_id
ENSG00000166548,TK2,ENSMICG00000005676
ENSG00000114638,UPK1B,ENSMICG00000049009
ENSG00000109674,NEIL3,ENSMICG00000009147
ENSG00000199085,MIR148A,ENSMICG00000028617
ENSG00000240877,RN7SL521P,ENSMICG00000035196
ENSG00000065357,DGKA,ENSMICG00000010975
ENSG00000157999,ANKRD61,ENSMICG00000012853
ENSG00000204314,PRRT1,ENSMICG00000032288
ENSG00000136634,IL10,ENSMICG00000047379
ENSG00000236320,SLFN14,ENSMICG00000017034
ENSG00000233822,H2BC15,ENSMICG00000043570
ENSG00000170522,ELOVL6,ENSMICG00000045952
ENSG00000175003,SLC22A1,ENSMICG00000007625
ENSG00000207297,SNORD7,ENSMICG00000021445
ENSG00000266274,RN7SL138P,ENSMICG00000028165
ENSG00000284032,MIR29A,ENSMICG00000018399
ENSG00000283797,MIR29B1,ENSMICG00000018084
ENSG00000199627,RNU6-1010P,ENSMICG00000045569
ENSG00000154258,ABCA9,ENSMICG00000017252
ENSG00000135744,AGT,ENSMICG00000028058
ENSG00000283247,CCDC201,ENSMICG00000045918
ENSG00000158321,AUTS2,ENSMICG00000000923
ENSG00000165138,ANKS6,ENSMICG00000011059
ENSG00000215938,MIR190B,ENSMICG00000018520
ENSG00000163263,CFAP141,ENSMICG00000010401
ENSG00000201129,SNORA58B,ENSMICG00000021061
ENSG00000188761,BCL2L15,ENSMICG00000044441
ENSG00000139985,ADAM21,ENSMICG00000034380
ENSG00000151240,DIP2C,ENSMICG00000005674
ENSG00000177873,ZNF619,ENSMICG00000049056
ENSG00000056291,NPFFR2,ENSMICG00000044686
ENSG00000100897,DCAF11,ENSMICG00000008081
ENSG00000170791,CHCHD7,ENSMICG00000007022
ENSG00000203963,C1orf141,ENSMICG00000004483
ENSG00000135047,CTSL,ENSMICG00000014909
ENSG00000145386,CCNA2,ENSMICG00000007007
ENSG00000252352,,ENSMICG00000024750
ENSG00000145192,AHSG,ENSMICG00000049576
ENSG00000154263,ABCA10,ENSMICG00000017260
ENSG00000119906,SLF2,ENSMICG00000001371
ENSG00000206803,RNU6-968P,ENSMICG00000044713
ENSG00000138738,PRDM5,ENSMICG00000001459
ENSG00000157330,CFAP107,ENSMICG00000009163
ENSG00000110108,TMEM109,ENSMICG00000037640
ENSG00000111799,COL12A1,ENSMICG00000015681
ENSG00000149050,ZNF214,ENSMICG00000029940
ENSG00000167904,TMEM68,ENSMICG00000011190
ENSG00000148965,SAA4,ENSMICG00000036934
ENSG00000136938,ANP32B,ENSMICG00000012788
ENSG00000150787,PTS,ENSMICG00000008651
ENSG00000133313,CNDP2,ENSMICG00000012839
ENSG00000204518,AADACL4,ENSMICG00000047823
ENSG00000127084,FGD3,ENSMICG00000012321
ENSG00000162594,IL23R,ENSMICG00000000494
ENSG00000165197,VEGFD,ENSMICG00000003176
ENSG00000147403,RPL10,ENSMICG00000033705
ENSG00000005483,KMT2E,ENSMICG00000006426
ENSG00000162300,ZFPL1,ENSMICG00000001294
ENSG00000114737,CISH,ENSMICG00000013166
ENSG00000174292,TNK1,ENSMICG00000017889
ENSG00000174611,KY,ENSMICG00000049563
ENSG00000162494,LRRC38,ENSMICG00000046922
ENSG00000196233,LCOR,ENSMICG00000007572
ENSG00000143669,LYST,ENSMICG00000009412
ENSG00000113240,CLK4,ENSMICG00000038063
ENSG00000121211,MND1,ENSMICG00000042277
ENSG00000158077,NLRP14,ENSMICG00000010385
ENSG00000156170,NDUFAF6,ENSMICG00000036619
ENSG00000169903,TM4SF4,ENSMICG00000048927
ENSG00000254470,AP5B1,ENSMICG00000032450
ENSG00000110195,FOLR1,ENSMICG00000030044
ENSG00000151465,CDC123,ENSMICG00000004919
ENSG00000206527,HACD2,ENSMICG00000049241
ENSG00000108759,KRT32,ENSMICG00000012857
ENSG00000223125,RNU2-32P,ENSMICG00000031711
ENSG00000126337,KRT36,ENSMICG00000012877
ENSG00000171346,KRT15,ENSMICG00000012890
ENSG00000136986,DERL1,ENSMICG00000005084
ENSG00000099364,FBXL19,ENSMICG00000001566
ENSG00000250317,SMIM20,ENSMICG00000017222
ENSG00000153147,SMARCA5,ENSMICG00000003971
ENSG00000196387,ZNF140,ENSMICG00000029979
ENSG00000171403,KRT9,ENSMICG00000012911
ENSG00000136383,ALPK3,ENSMICG00000033036
ENSG00000188153,COL4A5,ENSMICG00000002088
ENSG00000006534,ALDH3B1,ENSMICG00000009516
ENSG00000186847,KRT14,ENSMICG00000011774
ENSG00000089505,CMTM1,ENSMICG00000047605
ENSG00000186832,KRT16,ENSMICG00000011787
ENSG00000185088,RPS27L,ENSMICG00000042746
ENSG00000015153,YAF2,ENSMICG00000006755
ENSG00000197079,KRT35,ENSMICG00000012869
ENSG00000277200,CCDC92B,ENSMICG00000033154
ENSG00000204347,BTBD17,ENSMICG00000045603
ENSG00000137871,ZNF280D,ENSMICG00000013140
ENSG00000173894,CBX2,ENSMICG00000007813
ENSG00000164346,NSA2,ENSMICG00000027319
ENSG00000154997,SEPTIN14,ENSMICG00000000735
ENSG00000126861,OMG,ENSMICG00000002876
ENSG00000136026,CKAP4,ENSMICG00000038763
ENSG00000201133,,ENSMICG00000021094
ENSG00000130560,UBAC1,ENSMICG00000006844
ENSG00000204583,LRCOL1,ENSMICG00000041480
ENSG00000264862,RN7SL45P,ENSMICG00000027734
ENSG00000207614,MIR193A,ENSMICG00000036727
ENSG00000283978,MIR365B,ENSMICG00000019274
ENSG00000147679,UTP23,ENSMICG00000034720
ENSG00000141371,CHCT1,ENSMICG00000013434
ENSG00000168137,SETD5,ENSMICG00000010105
ENSG00000135094,SDS,ENSMICG00000012898
ENSG00000252040,,ENSMICG00000044778
ENSG00000129295,DNAAF11,ENSMICG00000003622
ENSG00000169340,PDILT,ENSMICG00000011157
ENSG00000252383,RNU6-314P,ENSMICG00000042365
ENSG00000239221,RN7SL442P,ENSMICG00000028826
ENSG00000238832,,ENSMICG00000043704
ENSG00000086289,EPDR1,ENSMICG00000001946
ENSG00000167194,C16orf92,ENSMICG00000009112
ENSG00000059915,PSD,ENSMICG00000011877
ENSG00000177272,KCNA3,ENSMICG00000047543
ENSG00000207493,SNORA46,ENSMICG00000022619
ENSG00000206952,SNORA50A,ENSMICG00000047704
ENSG00000281910,SNORA50A,ENSMICG00000047422
ENSG00000187140,FOXD3,ENSMICG00000044158
ENSG00000011454,RABGAP1,ENSMICG00000000821
ENSG00000086288,NME8,ENSMICG00000001938
ENSG00000258947,TUBB3,ENSMICG00000000079
ENSG00000151418,ATP6V1G3,ENSMICG00000009388
ENSG00000207975,MIR181B1,ENSMICG00000028828
ENSG00000207759,MIR181A1,ENSMICG00000028302
ENSG00000187688,TRPV2,ENSMICG00000007177
ENSG00000116741,RGS2,ENSMICG00000034884
ENSG00000072952,IRAG1,ENSMICG00000008630
ENSG00000147481,SNTG1,ENSMICG00000001818
ENSG00000124701,APOBEC2,ENSMICG00000043339
ENSG00000176092,CRYBG2,ENSMICG00000036623
ENSG00000204052,LRRC73,ENSMICG00000005015
ENSG00000112246,SIM1,ENSMICG00000008851
ENSG00000277108,SNORD49B,ENSMICG00000020163
ENSG00000277370,SNORD49A,ENSMICG00000035675
ENSG00000277512,SNORD65,ENSMICG00000045485
ENSG00000139193,CD27,ENSMICG00000043982
ENSG00000160055,TMEM234,ENSMICG00000017799
ENSG00000112799,LY86,ENSMICG00000016183
ENSG00000178502,KLHL11,ENSMICG00000047724
ENSG00000070729,CNGB1,ENSMICG00000004857
ENSG00000173786,CNP,ENSMICG00000011903
ENSG00000187045,TMPRSS6,ENSMICG00000009053
ENSG00000112175,BMP5,ENSMICG00000008719
ENSG00000145321,GC,ENSMICG00000041732
ENSG00000260325,HSPB9,ENSMICG00000042824
ENSG00000137274,BPHL,ENSMICG00000010641
ENSG00000076604,TRAF4,ENSMICG00000005338
ENSG00000116717,GADD45A,ENSMICG00000037822
ENSG00000164362,TERT,ENSMICG00000010883
ENSG00000105298,CACTIN,ENSMICG00000008291
ENSG00000095574,IKZF5,ENSMICG00000043450
ENSG00000196482,ESRRG,ENSMICG00000005051
ENSG00000199158,MIR96,ENSMICG00000018034
ENSG00000207691,MIR183,ENSMICG00000019599
ENSG00000005889,ZFX,ENSMICG00000009517
ENSG00000196367,TRRAP,ENSMICG00000002909
ENSG00000107902,LHPP,ENSMICG00000003900
ENSG00000197299,BLM,ENSMICG00000034442
ENSG00000105404,RABAC1,ENSMICG00000008574
ENSG00000184363,PKP3,ENSMICG00000032212
ENSG00000174238,PITPNA,ENSMICG00000003870
ENSG00000154328,NEIL2,ENSMICG00000002286
ENSG00000176973,FAM89B,ENSMICG00000026596
ENSG00000128016,ZFP36,ENSMICG00000026814
ENSG00000151366,NDUFC2,ENSMICG00000041506
ENSG00000182809,CRIP2,ENSMICG00000033237
ENSG00000152503,TRIM36,ENSMICG00000015099
ENSG00000099875,MKNK2,ENSMICG00000033378
ENSG00000252887,RNU6-430P,ENSMICG00000046074
ENSG00000172613,RAD9A,ENSMICG00000035662
ENSG00000140832,MARVELD3,ENSMICG00000045631
ENSG00000111664,GNB3,ENSMICG00000015148
ENSG00000223224,SNORD71,ENSMICG00000027543
ENSG00000173848,NET1,ENSMICG00000008400
ENSG00000166509,CLEC3A,ENSMICG00000047455
ENSG00000063015,SEZ6,ENSMICG00000032547
ENSG00000008513,ST3GAL1,ENSMICG00000030976
ENSG00000175595,ERCC4,ENSMICG00000007901
ENSG00000019102,VSIG2,ENSMICG00000001695
ENSG00000170293,CMTM8,ENSMICG00000049224
ENSG00000129354,AP1M2,ENSMICG00000009639
ENSG00000160716,CHRNB2,ENSMICG00000031010
ENSG00000137673,MMP7,ENSMICG00000002935
ENSG00000205269,TMEM170B,ENSMICG00000042371
ENSG00000131016,AKAP12,ENSMICG00000034625
ENSG00000164332,UBLCP1,ENSMICG00000047506
ENSG00000176945,MUC20,ENSMICG00000048627
ENSG00000201541,,ENSMICG00000030764
ENSG00000159527,PGLYRP3,ENSMICG00000012628
ENSG00000165731,RET,ENSMICG00000009645
ENSG00000118526,TCF21,ENSMICG00000029994
ENSG00000150977,RILPL2,ENSMICG00000047555
ENSG00000112796,ENPP5,ENSMICG00000017751
ENSG00000114021,NIT2,ENSMICG00000049078
ENSG00000166595,CIAO2B,ENSMICG00000045692
ENSG00000163218,PGLYRP4,ENSMICG00000026819
ENSG00000108641,B9D1,ENSMICG00000014953
ENSG00000164694,FNDC1,ENSMICG00000010483
ENSG00000163221,S100A12,ENSMICG00000027468
ENSG00000204628,RACK1,ENSMICG00000014201
ENSG00000186891,TNFRSF18,ENSMICG00000011296
ENSG00000169908,TM4SF1,ENSMICG00000048949
ENSG00000132744,ACY3,ENSMICG00000010175
ENSG00000144820,ADGRG7,ENSMICG00000049327
ENSG00000240771,ARHGEF25,ENSMICG00000005518
ENSG00000184163,C1QTNF12,ENSMICG00000014149
ENSG00000159648,SPMIP8,ENSMICG00000004890
ENSG00000023902,PLEKHO1,ENSMICG00000027313
ENSG00000171100,MTM1,ENSMICG00000033650
ENSG00000177352,CCDC71,ENSMICG00000034099
ENSG00000167523,SPATA33,ENSMICG00000045677
ENSG00000230873,STMND1,ENSMICG00000044225
ENSG00000159208,CIART,ENSMICG00000015355
ENSG00000185559,DLK1,ENSMICG00000029216
ENSG00000146285,SCML4,ENSMICG00000004168
ENSG00000162148,SAXO4,ENSMICG00000012749
ENSG00000168418,KCNG4,ENSMICG00000027284
ENSG00000079313,REXO1,ENSMICG00000013476
ENSG00000277481,PKD1L3,ENSMICG00000011328
ENSG00000187959,CPSF4L,ENSMICG00000007503
ENSG00000252391,RNU6-638P,ENSMICG00000034239
ENSG00000119471,HSDL2,ENSMICG00000009807
ENSG00000108064,TFAM,ENSMICG00000010260
ENSG00000214978,GSG1L2,ENSMICG00000030247
ENSG00000135100,HNF1A,ENSMICG00000031099
ENSG00000169962,TAS1R3,ENSMICG00000043203
ENSG00000183914,DNAH2,ENSMICG00000014873
ENSG00000188994,ZNF292,ENSMICG00000029837
ENSG00000119599,DCAF4,ENSMICG00000015497
ENSG00000177200,CHD9,ENSMICG00000016679
ENSG00000251943,RNU6-693P,ENSMICG00000024626
ENSG00000110448,CD5,ENSMICG00000013628
ENSG00000152661,GJA1,ENSMICG00000041650
ENSG00000105426,PTPRS,ENSMICG00000017221
ENSG00000197977,ELOVL2,ENSMICG00000031480
ENSG00000148773,MKI67,ENSMICG00000042135
ENSG00000187726,DNAJB13,ENSMICG00000012675
ENSG00000111962,UST,ENSMICG00000014507
ENSG00000112659,CUL9,ENSMICG00000008335
ENSG00000013725,CD6,ENSMICG00000011288
ENSG00000275489,SPMAP1,ENSMICG00000027799
ENSG00000136485,DCAF7,ENSMICG00000034244
ENSG00000141971,MVB12A,ENSMICG00000043858
ENSG00000107731,UNC5B,ENSMICG00000017152
ENSG00000165716,DIPK1B,ENSMICG00000015407
ENSG00000047457,CP,ENSMICG00000049345
ENSG00000165724,ZMYND19,ENSMICG00000041726
ENSG00000257008,GPR142,ENSMICG00000035066
ENSG00000176769,TCERG1L,ENSMICG00000045377
ENSG00000176927,EFCAB5,ENSMICG00000013739
ENSG00000148356,LRSAM1,ENSMICG00000002341
ENSG00000049245,VAMP3,ENSMICG00000038012
ENSG00000108091,CCDC6,ENSMICG00000031248
ENSG00000049247,UTS2,ENSMICG00000008454
ENSG00000235162,C12orf75,ENSMICG00000026810
ENSG00000165863,SPMIP5,ENSMICG00000015602
ENSG00000175262,CIROZ,ENSMICG00000028837
ENSG00000183828,NUDT14,ENSMICG00000004115
ENSG00000171206,TRIM8,ENSMICG00000031109
ENSG00000122545,SEPTIN7,ENSMICG00000009301
ENSG00000199135,MIR101-1,ENSMICG00000018947
ENSG00000157895,C12orf43,ENSMICG00000008728
ENSG00000230667,SETSIP,ENSMICG00000017643
ENSG00000163545,NUAK2,ENSMICG00000000056
ENSG00000170921,TANC2,ENSMICG00000003772
ENSG00000170348,TMED10,ENSMICG00000016016
ENSG00000186007,LEMD1,ENSMICG00000000059
ENSG00000134970,TMED7,ENSMICG00000028228
ENSG00000137392,CLPS,ENSMICG00000004205
ENSG00000214113,LYRM4,ENSMICG00000028549
ENSG00000119048,UBE2B,ENSMICG00000047998
ENSG00000241973,PI4KA,ENSMICG00000011230
ENSG00000132821,VSTM2L,ENSMICG00000033955
ENSG00000199059,MIR135B,ENSMICG00000026671
ENSG00000119686,FLVCR2,ENSMICG00000016055
ENSG00000063169,BICRA,ENSMICG00000028080
ENSG00000280789,PAGR1,ENSMICG00000047735
ENSG00000274059,RNA5SP534,ENSMICG00000025639
ENSG00000143469,SYT14,ENSMICG00000001258
ENSG00000197586,ENTPD6,ENSMICG00000005764
ENSG00000164741,DLC1,ENSMICG00000012925
ENSG00000138834,MAPK8IP3,ENSMICG00000002091
ENSG00000066468,FGFR2,ENSMICG00000000424
ENSG00000183273,CCDC60,ENSMICG00000012404
ENSG00000174886,NDUFA11,ENSMICG00000033137
ENSG00000163815,CLEC3B,ENSMICG00000049002
ENSG00000122126,OCRL,ENSMICG00000015790
ENSG00000137770,CTDSPL2,ENSMICG00000032422
ENSG00000114019,AMOTL2,ENSMICG00000048998
ENSG00000105699,LSR,ENSMICG00000001514
ENSG00000175336,APOF,ENSMICG00000000093
ENSG00000089692,LAG3,ENSMICG00000044236
ENSG00000058729,RIOK2,ENSMICG00000037437
ENSG00000118513,MYB,ENSMICG00000005531
ENSG00000134769,DTNA,ENSMICG00000017014
ENSG00000110436,SLC1A2,ENSMICG00000003719
ENSG00000143816,WNT9A,ENSMICG00000047095
ENSG00000185630,PBX1,ENSMICG00000001280
ENSG00000111554,MDM1,ENSMICG00000003661
ENSG00000123643,SLC36A1,ENSMICG00000000700
ENSG00000144848,ATG3,ENSMICG00000036042
ENSG00000198918,RPL39,ENSMICG00000036738
ENSG00000156298,TSPAN7,ENSMICG00000011737
ENSG00000171246,NPTX1,ENSMICG00000035956
ENSG00000178761,FAM219B,ENSMICG00000044123
ENSG00000108700,CCL8,ENSMICG00000037888
ENSG00000121270,ABCC11,ENSMICG00000007811
ENSG00000181374,CCL13,ENSMICG00000036035
ENSG00000185888,PRSS38,ENSMICG00000042943
ENSG00000108702,CCL1,ENSMICG00000042374
ENSG00000134285,FKBP11,ENSMICG00000017545
ENSG00000198965,OR10R2,ENSMICG00000045901
ENSG00000100764,PSMC1,ENSMICG00000016733
ENSG00000108691,CCL2,ENSMICG00000034682
ENSG00000188585,CLEC20A,ENSMICG00000042193
ENSG00000215912,TTC34,ENSMICG00000037123
ENSG00000104635,SLC39A14,ENSMICG00000001076
ENSG00000144837,PLA1A,ENSMICG00000049474
ENSG00000125355,TMEM255A,ENSMICG00000014354
ENSG00000161929,SCIMP,ENSMICG00000000241
ENSG00000139194,RBP5,ENSMICG00000044689
ENSG00000137802,MAPKBP1,ENSMICG00000001800
ENSG00000136010,ALDH1L2,ENSMICG00000011711
ENSG00000133398,MED10,ENSMICG00000013856
ENSG00000206917,RNU1-52P,ENSMICG00000036647
ENSG00000092330,TINF2,ENSMICG00000001739
ENSG00000108255,CRYBA1,ENSMICG00000038723
ENSG00000113734,BNIP1,ENSMICG00000026732
ENSG00000132613,MTSS2,ENSMICG00000001380
ENSG00000130226,DPP6,ENSMICG00000017845
ENSG00000259207,ITGB3,ENSMICG00000010765
ENSG00000179002,TAS1R2,ENSMICG00000012039
ENSG00000186827,TNFRSF4,ENSMICG00000044987
ENSG00000130119,GNL3L,ENSMICG00000010144
ENSG00000180096,SEPTIN1,ENSMICG00000011817
ENSG00000111424,VDR,ENSMICG00000009017
ENSG00000165525,NEMF,ENSMICG00000026600
ENSG00000105649,RAB3A,ENSMICG00000047037
ENSG00000146007,ZMAT2,ENSMICG00000042843
ENSG00000125744,RTN2,ENSMICG00000003139
ENSG00000162779,AXDND1,ENSMICG00000002668
ENSG00000170561,IRX2,ENSMICG00000013531
ENSG00000140798,ABCC12,ENSMICG00000007797
ENSG00000084444,FAM234B,ENSMICG00000014794
ENSG00000274529,SEBOX,ENSMICG00000041718
ENSG00000153922,CHD1,ENSMICG00000003914
ENSG00000111727,HCFC2,ENSMICG00000002039
ENSG00000168802,CHTF8,ENSMICG00000042897
ENSG00000165934,CPSF2,ENSMICG00000016441
ENSG00000207405,SNORA64,ENSMICG00000041443
ENSG00000179580,RNF151,ENSMICG00000012775
ENSG00000049883,PTCD2,ENSMICG00000004535
ENSG00000188629,ZNF177,ENSMICG00000004189
ENSG00000171819,ANGPTL7,ENSMICG00000003897
ENSG00000265386,RN7SL219P,ENSMICG00000032893
ENSG00000174109,UQCC4,ENSMICG00000047600
ENSG00000197417,SHPK,ENSMICG00000015722
ENSG00000178878,APOLD1,ENSMICG00000030039
ENSG00000197599,CCDC154,ENSMICG00000013192
ENSG00000198182,ZNF607,ENSMICG00000013111
ENSG00000120942,UBIAD1,ENSMICG00000026765
ENSG00000177602,HASPIN,ENSMICG00000042396
ENSG00000110799,VWF,ENSMICG00000004782
ENSG00000243870,RN7SL236P,ENSMICG00000033245
ENSG00000103152,MPG,ENSMICG00000010359
ENSG00000101940,WDR13,ENSMICG00000012548
ENSG00000252840,,ENSMICG00000026061
ENSG00000091513,TF,ENSMICG00000049243
ENSG00000183647,ZNF530,ENSMICG00000043669
ENSG00000232258,TMEM114,ENSMICG00000041502
ENSG00000251958,RNU6-1102P,ENSMICG00000047255
ENSG00000105058,FAM32A,ENSMICG00000048134
ENSG00000207039,Y_RNA,ENSMICG00000046747
ENSG00000140945,CDH13,ENSMICG00000007003
ENSG00000252374,Y_RNA,ENSMICG00000043793
ENSG00000108433,GOSR2,ENSMICG00000010683
ENSG00000179603,GRM8,ENSMICG00000008884
ENSG00000100373,UPK3A,ENSMICG00000005690
ENSG00000166503,HDGFL3,ENSMICG00000028494
ENSG00000105143,SLC1A6,ENSMICG00000037299
ENSG00000100227,POLDIP3,ENSMICG00000041767
ENSG00000222511,Y_RNA,ENSMICG00000048061
ENSG00000174485,DENND4A,ENSMICG00000004000
ENSG00000131686,CA6,ENSMICG00000016228
ENSG00000165502,RPL36AL,ENSMICG00000031642
ENSG00000159761,C16orf86,ENSMICG00000029986
ENSG00000100441,KHNYN,ENSMICG00000014257
ENSG00000057704,TMCC3,ENSMICG00000038267
ENSG00000163581,SLC2A2,ENSMICG00000049076
ENSG00000207692,MIR592,ENSMICG00000019402
ENSG00000168286,THAP11,ENSMICG00000012247
ENSG00000157680,DGKI,ENSMICG00000003946
ENSG00000102218,RP2,ENSMICG00000007938
ENSG00000188038,NRN1L,ENSMICG00000041986
ENSG00000065526,SPEN,ENSMICG00000030994
ENSG00000173391,OLR1,ENSMICG00000046343
ENSG00000082458,DLG3,ENSMICG00000012615
ENSG00000141086,CTRL,ENSMICG00000045759
ENSG00000145723,GIN1,ENSMICG00000029753
ENSG00000197617,VN1R5,ENSMICG00000030890
ENSG00000162923,WDR26,ENSMICG00000006896
ENSG00000129315,CCNT1,ENSMICG00000045745
ENSG00000213398,LCAT,ENSMICG00000048149
ENSG00000119638,NEK9,ENSMICG00000015999
ENSG00000106436,MYL10,ENSMICG00000035701
ENSG00000164045,CDC25A,ENSMICG00000000733
ENSG00000091704,CPA1,ENSMICG00000006118
ENSG00000164291,ARSK,ENSMICG00000036521
ENSG00000263201,DPEP2NB,ENSMICG00000033015
ENSG00000179588,ZFPM1,ENSMICG00000032078
ENSG00000187510,PLEKHG7,ENSMICG00000032406
ENSG00000099910,KLHL22,ENSMICG00000004706
ENSG00000200456,RNU6-1097P,ENSMICG00000047693
ENSG00000124391,IL17C,ENSMICG00000006713
ENSG00000202039,RNU6-215P,ENSMICG00000041472
ENSG00000082213,C5orf22,ENSMICG00000002254
ENSG00000179562,GCC1,ENSMICG00000037038
ENSG00000185669,SNAI3,ENSMICG00000048066
ENSG00000139269,INHBE,ENSMICG00000005375
ENSG00000106328,FSCN3,ENSMICG00000000092
ENSG00000139263,LRIG3,ENSMICG00000014649
ENSG00000069764,PLA2G10,ENSMICG00000045132
ENSG00000185274,GALNT17,ENSMICG00000001449
ENSG00000273841,TAF9,ENSMICG00000008748
ENSG00000244242,IFITM10,ENSMICG00000028547
ENSG00000155093,PTPRN2,ENSMICG00000009773
ENSG00000079482,OPHN1,ENSMICG00000004388
ENSG00000143322,ABL2,ENSMICG00000003616
ENSG00000014216,CAPN1,ENSMICG00000008602
ENSG00000172058,SERF1A,ENSMICG00000036427
ENSG00000159753,CARMIL2,ENSMICG00000012140
ENSG00000100124,ANKRD54,ENSMICG00000013086
ENSG00000207960,MIR153-2,ENSMICG00000019580
ENSG00000242110,AMACR,ENSMICG00000005635
ENSG00000089060,SLC8B1,ENSMICG00000012282
ENSG00000163956,LRPAP1,ENSMICG00000013565
ENSG00000187391,MAGI2,ENSMICG00000043519
ENSG00000121579,NAA50,ENSMICG00000049133
ENSG00000179673,RPRML,ENSMICG00000034059
ENSG00000100711,ZFYVE21,ENSMICG00000014930
ENSG00000129993,CBFA2T3,ENSMICG00000000410
ENSG00000212658,KRTAP29-1,ENSMICG00000030099
ENSG00000035499,DEPDC1B,ENSMICG00000013552
ENSG00000175175,PPM1E,ENSMICG00000031392
ENSG00000145029,NICN1,ENSMICG00000001261
ENSG00000147160,AWAT2,ENSMICG00000015973
ENSG00000069509,FUNDC1,ENSMICG00000000450
ENSG00000188766,SPRED3,ENSMICG00000027687
ENSG00000100083,GGA1,ENSMICG00000003758
ENSG00000169946,ZFPM2,ENSMICG00000001099
ENSG00000197724,PHF2,ENSMICG00000011463
ENSG00000102038,SMARCA1,ENSMICG00000015768
ENSG00000127554,GFER,ENSMICG00000027083
ENSG00000105219,CCNP,ENSMICG00000032200
ENSG00000140153,WDR20,ENSMICG00000004534
ENSG00000178057,NDUFAF3,ENSMICG00000007862
ENSG00000167600,CYP2S1,ENSMICG00000037054
ENSG00000127184,COX7C,ENSMICG00000007888
ENSG00000079459,FDFT1,ENSMICG00000002289
ENSG00000159692,CTBP1,ENSMICG00000012941
ENSG00000116260,QSOX1,ENSMICG00000017553
ENSG00000170345,FOS,ENSMICG00000016026
ENSG00000113905,HRG,ENSMICG00000049137
ENSG00000112984,KIF20A,ENSMICG00000001676
ENSG00000207639,MIR193B,ENSMICG00000018545
ENSG00000199130,MIR365A,ENSMICG00000018996
ENSG00000227500,SCAMP4,ENSMICG00000047295
ENSG00000139767,SRRM4,ENSMICG00000012386
ENSG00000119681,LTBP2,ENSMICG00000006026
ENSG00000167004,PDIA3,ENSMICG00000000116
ENSG00000150048,CLEC1A,ENSMICG00000004930
ENSG00000101194,SLC17A9,ENSMICG00000045180
ENSG00000148343,MIGA2,ENSMICG00000033236
ENSG00000109101,FOXN1,ENSMICG00000016795
ENSG00000266074,BAHCC1,ENSMICG00000010598
ENSG00000163946,TASOR,ENSMICG00000005072
ENSG00000048462,TNFRSF17,ENSMICG00000033855
ENSG00000130035,GALNT8,ENSMICG00000000845
ENSG00000136237,RAPGEF5,ENSMICG00000006685
ENSG00000158486,DNAH3,ENSMICG00000014943
ENSG00000141564,RPTOR,ENSMICG00000011051
ENSG00000089327,FXYD5,ENSMICG00000027294
ENSG00000089041,P2RX7,ENSMICG00000003580
ENSG00000137642,SORL1,ENSMICG00000011249
ENSG00000088320,REM1,ENSMICG00000014668
ENSG00000101489,CELF4,ENSMICG00000006984
ENSG00000170615,SLC26A5,ENSMICG00000008387
ENSG00000179454,KLHL28,ENSMICG00000000634
ENSG00000114853,ZBTB47,ENSMICG00000049526
ENSG00000213347,MXD3,ENSMICG00000043849
ENSG00000207173,Y_RNA,ENSMICG00000043373
ENSG00000101452,DHX35,ENSMICG00000013282
ENSG00000100605,ITPK1,ENSMICG00000001693
ENSG00000251692,PTX4,ENSMICG00000000217
ENSG00000113790,EHHADH,ENSMICG00000049546
ENSG00000180185,FAHD1,ENSMICG00000002137
ENSG00000181847,TIGIT,ENSMICG00000048887
ENSG00000151006,PRSS53,ENSMICG00000035439
ENSG00000164405,UQCRQ,ENSMICG00000041653
ENSG00000106991,ENG,ENSMICG00000005670
ENSG00000205022,PABPN1L,ENSMICG00000028179
ENSG00000151923,TIAL1,ENSMICG00000037857
ENSG00000158748,HTR6,ENSMICG00000028832
ENSG00000020633,RUNX3,ENSMICG00000035257
ENSG00000198865,CCDC152,ENSMICG00000001272
ENSG00000138613,APH1B,ENSMICG00000007117
ENSG00000005381,MPO,ENSMICG00000015974
ENSG00000181019,NQO1,ENSMICG00000012114
ENSG00000169964,TMEM42,ENSMICG00000033990
ENSG00000005379,TSPOAP1,ENSMICG00000015982
ENSG00000159388,BTG2,ENSMICG00000042717
ENSG00000116254,CHD5,ENSMICG00000017862
ENSG00000140519,RHCG,ENSMICG00000003166
ENSG00000068796,KIF2A,ENSMICG00000016434
ENSG00000012983,MAP4K5,ENSMICG00000015101
ENSG00000004399,PLXND1,ENSMICG00000008079
ENSG00000166546,BEAN1,ENSMICG00000037496
ENSG00000138160,KIF11,ENSMICG00000046515
ENSG00000198959,TGM2,ENSMICG00000013134
ENSG00000175318,GRAMD2A,ENSMICG00000041898
ENSG00000061273,HDAC7,ENSMICG00000008981
ENSG00000196497,IPO4,ENSMICG00000001719
ENSG00000008710,PKD1,ENSMICG00000005834
ENSG00000173673,HES3,ENSMICG00000046334
ENSG00000207730,MIR200B,ENSMICG00000030150
ENSG00000207607,MIR200A,ENSMICG00000037132
ENSG00000205116,TMEM88B,ENSMICG00000032326
ENSG00000184056,VPS33B,ENSMICG00000014841
ENSG00000149243,KLHL35,ENSMICG00000045018
ENSG00000178104,PDE4DIP,ENSMICG00000006770
ENSG00000284353,MIR142,ENSMICG00000018193
ENSG00000213246,SUPT4H1,ENSMICG00000043219
ENSG00000170525,PFKFB3,ENSMICG00000016285
