ensembl_gene_id,chromosome,start_position,arm,chr_arm
ENSG00000128951,15,48331011,q,15q
ENSG00000170540,16,18791609,p,16p
ENSG00000003056,12,8940358,p,12p
ENSG00000125733,19,6737925,p,19p
ENSG00000120915,8,27490775,p,8p
ENSG00000100647,14,69611591,q,14q
ENSG00000122873,10,58269151,q,10q
ENSG00000131876,15,101281510,q,15q
ENSG00000154556,4,185585444,q,4q
ENSG00000165832,10,114938195,q,10q
ENSG00000143942,2,53767804,p,2p
ENSG00000241106,6,32812763,p,6p
ENSG00000134987,5,111092303,q,5q
ENSG00000106771,9,109015135,q,9q
ENSG00000162066,16,2520340,p,16p
ENSG00000169604,2,69013176,p,2p
ENSG00000090060,14,96501433,q,14q
ENSG00000148824,10,133394094,q,10q
ENSG00000087586,20,56369382,q,20q
ENSG00000204599,6,30325880,p,6p
ENSG00000173156,11,67056839,q,11q
ENSG00000182158,7,137874979,q,7q
ENSG00000139644,12,49707725,q,12q
ENSG00000137841,15,40278176,q,15q
ENSG00000163714,3,142964497,q,3q
ENSG00000130962,X,37349309,p,Xp
ENSG00000172301,17,31851871,q,17q
ENSG00000203772,10,133420666,q,10q
ENSG00000113761,5,177022696,q,5q
ENSG00000107614,10,17137336,p,10p
ENSG00000181291,17,34579487,q,17q
ENSG00000105825,7,93885396,q,7q
ENSG00000137726,11,117836976,q,11q
ENSG00000101928,X,134887613,q,Xq
ENSG00000173762,17,82313564,q,17q
ENSG00000153975,6,116635616,q,6q
ENSG00000102349,X,56232356,p,Xp
ENSG00000178952,16,28842410,p,16p
ENSG00000112234,6,98868535,q,6q
ENSG00000105852,7,95357618,q,7q
ENSG00000126895,X,153902531,q,Xq
ENSG00000213923,22,38290691,q,22q
ENSG00000101997,X,49235444,p,Xp
ENSG00000270379,17,35854946,q,17q
ENSG00000175426,5,96390333,q,5q
ENSG00000150540,2,137964020,q,2q
ENSG00000095203,9,109171463,q,9q
ENSG00000091106,2,32224453,p,2p
ENSG00000029363,6,136256627,q,6q
ENSG00000148737,10,112950205,q,10q
ENSG00000169994,2,127535683,q,2q
ENSG00000106236,7,98617285,q,7q
ENSG00000120784,19,37613749,q,19q
ENSG00000169045,5,179614170,q,5q
ENSG00000042813,7,49850421,p,7p
ENSG00000196428,3,150408298,q,3q
ENSG00000137806,15,41387218,q,15q
ENSG00000172382,16,2712419,p,16p
ENSG00000106511,7,15611211,p,7p
ENSG00000099365,16,30989256,p,16p
ENSG00000157927,7,4797055,p,7p
ENSG00000172534,X,153946434,q,Xq
ENSG00000284188,1,244729701,q,1q
ENSG00000104218,8,67062381,q,8q
ENSG00000172183,15,88635618,q,15q
ENSG00000173611,9,124942608,q,9q
ENSG00000132170,3,12287368,p,3p
ENSG00000075618,7,5592809,p,7p
ENSG00000103671,15,64387748,q,15q
ENSG00000182149,16,71845996,q,16q
ENSG00000118960,2,20560448,p,2p
ENSG00000122591,7,22889371,p,7p
ENSG00000198783,17,34961540,q,17q
ENSG00000183648,14,92116119,q,14q
ENSG00000214309,7,100126694,q,7q
ENSG00000064393,7,139561570,q,7q
ENSG00000163600,2,203936763,q,2q
ENSG00000125618,2,113215997,q,2q
ENSG00000137103,9,35814451,p,9p
ENSG00000186198,15,65045387,q,15q
ENSG00000146674,7,45912245,p,7p
ENSG00000182858,22,49900229,q,22q
ENSG00000140299,15,59659146,q,15q
ENSG00000151332,14,36298555,q,14q
ENSG00000012211,X,49174802,p,Xp
ENSG00000119411,9,113349520,q,9q
ENSG00000243566,7,76510525,q,7q
ENSG00000171448,9,122915566,q,9q
ENSG00000196712,17,31094927,q,17q
ENSG00000106683,7,74082933,q,7q
ENSG00000012232,8,28600469,p,8p
ENSG00000156345,9,87964906,q,9q
ENSG00000176732,2,24114637,p,2p
ENSG00000102401,X,101622797,q,Xq
ENSG00000140459,15,74337746,q,15q
ENSG00000244486,22,20424584,q,22q
ENSG00000126214,14,103561896,q,14q
ENSG00000198286,7,2906141,p,7p
ENSG00000106571,7,41960949,p,7p
ENSG00000134138,15,36889204,q,15q
ENSG00000162980,2,151788984,q,2q
ENSG00000198042,8,33484696,p,8p
ENSG00000107281,9,137039459,q,9q
ENSG00000105664,19,18782773,p,19p
ENSG00000196228,2,108239968,q,2q
ENSG00000184164,22,49917989,q,22q
ENSG00000135929,2,218781738,q,2q
ENSG00000155097,8,103021063,q,8q
ENSG00000006625,7,30496620,p,7p
ENSG00000070047,11,576170,p,11p
ENSG00000056972,6,111555381,q,6q
ENSG00000147118,X,47974851,p,Xp
ENSG00000164877,7,1428465,p,7p
ENSG00000106809,9,92383268,q,9q
ENSG00000158526,X,54440402,p,Xp
ENSG00000182916,X,103330178,q,Xq
ENSG00000135999,2,148644440,q,2q
ENSG00000197859,9,133532164,q,9q
ENSG00000152056,2,223667680,q,2q
ENSG00000153310,8,129839593,q,8q
ENSG00000106278,7,121873089,q,7q
ENSG00000123405,12,54292107,q,12q
ENSG00000153086,2,134838312,q,2q
ENSG00000171453,6,43509702,p,6p
ENSG00000131061,20,33731657,q,20q
ENSG00000182050,12,85955666,q,12q
ENSG00000074219,19,49340585,q,19q
ENSG00000162063,16,2429394,p,16p
ENSG00000068394,X,49113396,p,Xp
ENSG00000140600,15,83447228,q,15q
ENSG00000178445,9,6532467,p,9p
ENSG00000278505,17,37375985,q,17q
ENSG00000176896,X,13653078,p,Xp
ENSG00000111605,12,69239543,q,12q
ENSG00000138079,2,44275458,p,2p
ENSG00000147100,X,74421383,q,Xq
ENSG00000006327,16,3018445,p,16p
ENSG00000089050,20,18486540,p,20p
ENSG00000182831,16,9091610,p,16p
ENSG00000140382,15,77419830,q,15q
ENSG00000175556,X,118974614,q,Xq
ENSG00000060491,20,62804178,q,20q
ENSG00000197006,16,21597218,p,16p
ENSG00000023892,6,35297818,p,6p
ENSG00000197565,X,108155607,q,Xq
ENSG00000140718,16,53701692,q,16q
ENSG00000215305,20,2840689,p,20p
ENSG00000137161,6,42929115,p,6p
ENSG00000108813,17,49968588,q,17q
ENSG00000164674,6,158644387,q,6q
ENSG00000163121,2,96497644,q,2q
ENSG00000204822,2,74471982,p,2p
ENSG00000106537,7,16753745,p,7p
ENSG00000123612,2,157526767,q,2q
ENSG00000152583,4,87473329,q,4q
ENSG00000137824,15,40733696,q,15q
ENSG00000164329,5,79611811,q,5q
ENSG00000080802,7,135361795,q,7q
ENSG00000092820,6,158765741,q,6q
ENSG00000131153,16,85676198,q,16q
ENSG00000168795,9,37437687,p,9p
ENSG00000166446,16,80597907,q,16q
ENSG00000167106,9,127940582,q,9q
ENSG00000115568,2,218633329,q,2q
ENSG00000100038,22,21957025,q,22q
ENSG00000173991,17,39665349,q,17q
ENSG00000103363,16,2771414,p,16p
ENSG00000148288,9,133152938,q,9q
ENSG00000141744,17,39667981,q,17q
ENSG00000111254,12,4613383,p,12p
ENSG00000115616,2,102619553,q,2q
ENSG00000161395,17,39671122,q,17q
ENSG00000160963,7,101362407,q,7q
ENSG00000096384,6,44245808,p,6p
ENSG00000141101,16,69741871,q,16q
ENSG00000140526,15,89087459,q,15q
ENSG00000166532,12,8681483,p,12p
ENSG00000172482,2,240868543,q,2q
ENSG00000161405,17,39757715,q,17q
ENSG00000103202,16,396725,p,16p
ENSG00000157119,3,42685447,p,3p
ENSG00000171757,3,169793003,q,3q
ENSG00000180176,11,2163929,p,11p
ENSG00000139613,12,56162359,q,12q
ENSG00000164970,9,34398184,p,9p
ENSG00000132635,20,2835314,p,20p
ENSG00000166822,16,75443054,q,16q
ENSG00000012171,3,50267542,p,3p
ENSG00000080503,9,1980290,p,9p
ENSG00000205084,16,75536741,q,16q
ENSG00000165801,14,21069647,q,14q
ENSG00000131435,5,132257644,q,5q
ENSG00000106638,7,73567537,q,7q
ENSG00000140955,16,84191125,q,16q
ENSG00000122386,16,3112550,p,16p
ENSG00000186075,17,39868202,q,17q
ENSG00000164588,5,45254948,p,5p
ENSG00000189157,4,76214040,q,4q
ENSG00000188997,11,78171245,q,11q
ENSG00000077279,X,111293779,q,Xq
ENSG00000171867,20,4685730,p,20p
ENSG00000115602,2,102311502,q,2q
ENSG00000204913,17,39927732,q,17q
ENSG00000174136,5,98768004,q,5q
ENSG00000100321,22,39349909,q,22q
ENSG00000138600,15,50702266,q,15q
ENSG00000173327,11,65597755,q,11q
ENSG00000214194,7,113116718,q,7q
ENSG00000132824,20,44496221,q,20q
ENSG00000166676,16,10760919,p,16p
ENSG00000128610,7,122301303,q,7q
ENSG00000121897,4,39459004,p,4p
ENSG00000179761,17,28950513,q,17q
ENSG00000197208,5,132293769,q,5q
ENSG00000183569,22,42553617,q,22q
ENSG00000144550,3,9703691,p,3p
ENSG00000178602,2,240139026,q,2q
ENSG00000170276,11,111912159,q,11q
ENSG00000155666,16,27203486,p,16p
ENSG00000175334,11,66002228,q,11q
ENSG00000115598,2,102186980,q,2q
ENSG00000147041,X,38006515,p,Xp
ENSG00000120725,5,138946720,q,5q
ENSG00000105821,7,103312289,q,7q
ENSG00000132646,20,5114953,p,20p
ENSG00000144369,2,186694019,q,2q
ENSG00000270765,17,35744511,q,17q
ENSG00000151092,3,25718717,p,3p
ENSG00000035141,2,70295976,p,2p
ENSG00000198844,17,8310241,p,17p
ENSG00000166851,16,23677656,p,16p
ENSG00000186297,15,26866911,q,15q
ENSG00000134575,11,47238400,p,11p
ENSG00000144354,2,173354820,q,2q
ENSG00000125965,20,35433347,q,20q
ENSG00000129988,20,38346482,q,20q
ENSG00000183690,X,44146255,p,Xp
ENSG00000005700,6,82169984,q,6q
ENSG00000288859,1,149851061,q,1q
ENSG00000121075,17,61451906,q,17q
ENSG00000128534,7,118183976,q,7q
ENSG00000164167,4,146175685,q,4q
ENSG00000069535,X,43766400,p,Xp
ENSG00000161057,7,103328570,q,7q
ENSG00000015532,17,50346080,q,17q
ENSG00000166068,15,38252139,q,15q
ENSG00000169116,4,74933041,q,4q
ENSG00000126602,16,3651639,p,16p
ENSG00000143631,1,152302165,q,1q
ENSG00000143520,1,152348735,q,1q
ENSG00000135245,7,128455829,q,7q
ENSG00000163945,4,1345691,p,4p
ENSG00000125834,20,2101767,p,20p
ENSG00000153993,7,84995195,q,7q
ENSG00000198854,1,152719522,q,1q
ENSG00000285946,1,152859996,q,1q
ENSG00000166734,15,44288699,q,15q
ENSG00000123700,17,70168302,q,17q
ENSG00000100060,22,37469063,q,22q
ENSG00000071462,7,73683568,q,7q
ENSG00000155438,2,121726945,q,2q
ENSG00000170571,5,50396192,q,5q
ENSG00000101445,20,38804915,q,20q
ENSG00000235568,22,42380407,q,22q
ENSG00000123636,2,159315312,q,2q
ENSG00000239900,22,40346461,q,22q
ENSG00000101911,X,12791355,p,Xp
ENSG00000131899,17,18225569,p,17p
ENSG00000047188,5,113513694,q,5q
ENSG00000169851,4,30720369,p,4p
ENSG00000084093,4,56907876,q,4q
ENSG00000103653,15,74782055,q,15q
ENSG00000101846,X,7147237,p,Xp
ENSG00000150433,11,125094386,q,11q
ENSG00000101255,20,362835,p,20p
ENSG00000130021,X,6667865,p,Xp
ENSG00000198276,20,63939828,q,20q
ENSG00000164675,7,123452174,q,7q
ENSG00000171155,X,120625674,q,Xq
ENSG00000131171,X,81202005,q,Xq
ENSG00000164109,4,120055623,q,4q
ENSG00000123570,X,103822327,q,Xq
ENSG00000011426,7,36389727,p,7p
ENSG00000114480,3,81489699,p,3p
ENSG00000053254,14,89124871,q,14q
ENSG00000115109,2,120013066,q,2q
ENSG00000214944,5,73625757,q,5q
ENSG00000089169,12,112570380,q,12q
ENSG00000132622,20,3730248,p,20p
ENSG00000178467,3,48989889,p,3p
ENSG00000168803,15,43330307,q,15q
ENSG00000253005,1,28142737,p,1p
ENSG00000126215,14,103697569,q,14q
ENSG00000038532,16,10944539,p,16p
ENSG00000167874,17,7855059,p,17p
ENSG00000203879,X,154436600,q,Xq
ENSG00000100395,22,41205282,q,22q
ENSG00000180336,17,44656404,q,17q
ENSG00000137764,15,67542611,q,15q
ENSG00000106070,7,50590063,p,7p
ENSG00000214193,1,36306368,p,1p
ENSG00000151093,3,25782917,p,3p
ENSG00000129214,17,7613946,p,17p
ENSG00000150764,11,111927144,q,11q
ENSG00000022556,19,54953130,q,19q
ENSG00000163754,3,148991408,q,3q
ENSG00000129696,8,33473386,p,8p
ENSG00000131650,16,2963960,p,16p
ENSG00000122958,10,69123512,q,10q
ENSG00000100997,20,25294742,p,20p
ENSG00000117713,1,26693236,p,1p
ENSG00000158669,8,41577187,p,8p
ENSG00000178295,2,17753278,p,2p
ENSG00000148484,10,16590611,p,10p
ENSG00000142082,11,215028,p,11p
ENSG00000170100,16,89217692,q,16q
ENSG00000169249,X,15790106,p,Xp
ENSG00000095015,5,56815538,q,5q
ENSG00000156853,16,30602558,p,16p
ENSG00000075240,22,46575644,q,22q
ENSG00000168101,16,4693562,p,16p
ENSG00000138092,2,24793111,p,2p
ENSG00000182179,3,49805205,p,3p
ENSG00000148908,10,119499817,q,10q
ENSG00000152556,12,48105139,q,12q
ENSG00000179913,19,17794697,p,19p
ENSG00000140830,16,72084854,q,16q
ENSG00000069998,22,17137510,q,22q
ENSG00000164591,5,150660450,q,5q
ENSG00000126947,X,101550411,q,Xq
ENSG00000133315,11,63998553,q,11q
ENSG00000107798,10,89212830,q,10q
ENSG00000101265,20,4780019,p,20p
ENSG00000104894,19,49335171,q,19q
ENSG00000140632,16,4803202,p,16p
ENSG00000158552,2,219195237,q,2q
ENSG00000152620,5,36192589,p,5p
ENSG00000112667,6,43225629,p,6p
ENSG00000148935,11,22625509,p,11p
ENSG00000215712,6,157289025,q,6q
ENSG00000000419,20,50934852,q,20q
ENSG00000137171,6,43040777,p,6p
ENSG00000158887,1,161304735,q,1q
ENSG00000102575,19,11574653,p,19p
ENSG00000166508,7,100092233,q,7q
ENSG00000164466,5,175477062,q,5q
ENSG00000161973,17,8729930,p,17p
ENSG00000172465,X,103628701,q,Xq
ENSG00000196419,22,41620786,q,22q
ENSG00000177370,17,997118,p,17p
ENSG00000187824,17,10699015,p,17p
ENSG00000157502,X,106168304,q,Xq
ENSG00000132670,20,2870754,p,20p
ENSG00000269190,19,38941401,q,19q
ENSG00000168490,8,22219703,p,8p
ENSG00000196924,X,154348524,q,Xq
ENSG00000108381,17,3472374,p,17p
ENSG00000075340,2,70607618,p,2p
ENSG00000149716,11,69653076,q,11q
ENSG00000215695,1,15659713,p,1p
ENSG00000126353,17,40551081,q,17q
ENSG00000169641,1,23084030,p,1p
ENSG00000164930,8,103298433,q,8q
ENSG00000162430,1,25800193,p,1p
ENSG00000173818,17,80415158,q,17q
ENSG00000145868,5,148383826,q,5q
ENSG00000153814,7,27830573,p,7p
ENSG00000229833,19,7629711,p,19p
ENSG00000165804,14,21090053,q,14q
ENSG00000177963,11,207499,p,11p
ENSG00000183291,1,86862445,p,1p
ENSG00000130724,19,58551452,q,19q
ENSG00000213420,7,100169606,q,7q
ENSG00000147813,8,143574782,q,8q
ENSG00000146904,7,143390289,q,7q
ENSG00000090054,9,92000087,q,9q
ENSG00000166197,10,102152175,q,10q
ENSG00000103540,16,19523811,p,16p
ENSG00000161267,3,197509776,q,3q
ENSG00000157212,7,154943687,q,7q
ENSG00000198198,1,43389882,p,1p
ENSG00000080815,14,73136418,q,14q
ENSG00000153822,17,70053429,q,17q
ENSG00000140332,15,70047790,q,15q
ENSG00000185105,17,81939645,q,17q
ENSG00000006047,17,7288263,p,17p
ENSG00000164742,7,45574140,p,7p
ENSG00000007080,19,17932588,p,19p
ENSG00000151640,10,132186897,q,10q
ENSG00000006740,17,12789498,p,17p
ENSG00000106346,7,6104934,p,7p
ENSG00000127585,16,692498,p,16p
ENSG00000176386,9,113255835,q,9q
ENSG00000181029,19,7680833,p,19p
ENSG00000140990,16,1959508,p,16p
ENSG00000123143,19,14433053,p,19p
ENSG00000074319,11,18468336,p,11p
ENSG00000084774,2,27217369,p,2p
ENSG00000167964,16,2140803,p,16p
ENSG00000158220,3,138434586,q,3q
ENSG00000105939,7,139043515,q,7q
ENSG00000160293,9,133761892,q,9q
ENSG00000099250,10,33177492,p,10p
ENSG00000106330,7,100612102,q,7q
ENSG00000188157,1,1020120,p,1p
ENSG00000126603,16,4314761,p,16p
ENSG00000140835,16,71525233,q,16q
ENSG00000260734,16,71429980,q,16q
ENSG00000196353,3,131533555,q,3q
ENSG00000158792,16,89696357,q,16q
ENSG00000008516,16,3046062,p,16p
ENSG00000135362,11,36296120,p,11p
ENSG00000155561,7,135557726,q,7q
ENSG00000258839,16,89912119,q,16q
ENSG00000070444,17,2384073,p,17p
ENSG00000241852,8,22599594,p,8p
ENSG00000135740,16,67237683,q,16q
ENSG00000145901,5,151029939,q,5q
ENSG00000141854,19,14072108,p,19p
ENSG00000091947,17,44011188,q,17q
ENSG00000105671,19,18919700,p,19p
ENSG00000202609,1,177029363,q,1q
ENSG00000136710,2,130337922,q,2q
ENSG00000205710,17,4899418,p,17p
ENSG00000007237,17,9910606,p,17p
ENSG00000054983,14,87837820,q,14q
ENSG00000115425,2,215996329,q,2q
ENSG00000103061,16,68284503,q,16q
ENSG00000115457,2,216632828,q,2q
ENSG00000104219,8,17155974,p,8p
ENSG00000141098,16,67674531,q,16q
ENSG00000131126,19,43401496,q,19q
ENSG00000155368,2,119366917,q,2q
ENSG00000162062,16,2460086,p,16p
ENSG00000015592,8,27235308,p,8p
ENSG00000106992,9,127866486,q,9q
ENSG00000198663,6,36871870,p,6p
ENSG00000142484,17,4771849,p,17p
ENSG00000129654,17,76136333,q,17q
ENSG00000144791,3,45555394,p,3p
ENSG00000163453,4,57030766,q,4q
ENSG00000276293,17,38765691,q,17q
ENSG00000232070,14,21098811,q,14q
ENSG00000138039,2,48686774,p,2p
ENSG00000160953,19,1354293,p,19p
ENSG00000128422,17,41619437,q,17q
ENSG00000172113,3,48290288,p,3p
ENSG00000138785,4,105682016,q,4q
ENSG00000167513,16,88803789,q,16q
ENSG00000213424,17,40654665,q,17q
ENSG00000134001,14,67360011,q,14q
ENSG00000115661,2,219245455,q,2q
ENSG00000174996,11,66257294,q,11q
ENSG00000141505,17,7172535,p,17p
ENSG00000103067,16,68229033,q,16q
ENSG00000106591,7,42932346,p,7p
ENSG00000155660,7,149003046,q,7q
ENSG00000147789,8,144826894,q,8q
ENSG00000100596,14,77505997,q,14q
ENSG00000025708,22,50525752,q,22q
ENSG00000165192,X,15281697,p,Xp
ENSG00000105053,19,49976127,q,19q
ENSG00000106688,9,4490225,p,9p
ENSG00000127124,1,41506365,p,1p
ENSG00000179542,X,143622790,q,Xq
ENSG00000215277,14,23185316,q,14q
ENSG00000115904,2,38962206,p,2p
ENSG00000185883,16,2513713,p,16p
ENSG00000198689,X,135973841,q,Xq
ENSG00000044012,1,42153410,p,1p
ENSG00000153162,6,7726049,p,6p
ENSG00000075213,7,83955777,q,7q
ENSG00000145014,3,194587673,q,3q
ENSG00000003249,16,90004871,q,16q
ENSG00000198876,9,34086384,p,9p
ENSG00000135821,1,182378098,q,1q
ENSG00000085511,6,160991473,q,6q
ENSG00000151445,14,77426675,q,14q
ENSG00000107679,10,122374675,q,10q
ENSG00000056586,9,122844556,q,9q
ENSG00000176476,16,28553915,p,16p
ENSG00000137573,8,69466624,q,8q
ENSG00000121446,1,182409192,q,1q
ENSG00000140876,16,77722485,q,16q
ENSG00000181220,7,149472696,q,7q
ENSG00000157426,4,56337994,q,4q
ENSG00000154978,7,55436056,p,7p
ENSG00000182156,17,79728809,q,17q
ENSG00000152404,11,107321601,q,11q
ENSG00000095485,10,100232296,q,10q
ENSG00000039068,16,68737292,q,16q
ENSG00000185262,17,76265348,q,17q
ENSG00000115963,2,150468195,q,2q
ENSG00000198829,3,151873643,q,3q
ENSG00000183833,3,119703022,q,3q
ENSG00000131724,X,118727133,q,Xq
ENSG00000141551,17,82239023,q,17q
ENSG00000137817,15,72241176,q,15q
ENSG00000119986,10,97677422,q,10q
ENSG00000089006,20,17941597,p,20p
ENSG00000136231,7,23310209,p,7p
ENSG00000158022,1,26051301,p,1p
ENSG00000165702,9,132944000,q,9q
ENSG00000128242,22,30554632,q,22q
ENSG00000282872,1,26164101,p,1p
ENSG00000168758,2,96859718,q,2q
ENSG00000142684,1,26169908,p,1p
ENSG00000168306,3,58504544,p,3p
ENSG00000241127,7,39566379,p,7p
ENSG00000107672,10,121953334,q,10q
ENSG00000080608,9,2720469,p,9p
ENSG00000189043,7,10931943,p,7p
ENSG00000183317,1,37713880,p,1p
ENSG00000184517,16,75148494,q,16q
ENSG00000102125,X,154409456,q,Xq
ENSG00000167419,17,58218548,q,17q
ENSG00000164548,7,23504780,p,7p
ENSG00000149922,16,30085793,p,16p
ENSG00000101052,20,43590925,q,20q
ENSG00000197982,1,37806979,p,1p
ENSG00000260456,16,87083562,q,16q
ENSG00000125378,14,53949736,q,14q
ENSG00000033122,1,69567922,p,1p
ENSG00000177354,10,49299165,q,10q
ENSG00000080603,16,30698166,p,16p
ENSG00000101347,20,36890229,q,20q
ENSG00000181409,17,81110487,q,17q
ENSG00000129158,11,17788043,p,11p
ENSG00000118900,16,4846665,p,16p
ENSG00000128567,7,131500254,q,7q
ENSG00000139926,14,51489100,q,14q
ENSG00000127527,19,16355225,p,19p
ENSG00000186976,22,43528744,q,22q
ENSG00000189195,1,92080305,p,1p
ENSG00000131095,17,44903159,q,17q
ENSG00000109625,4,8592660,p,4p
ENSG00000184489,8,141391497,q,8q
ENSG00000160679,1,153633982,q,1q
ENSG00000148541,10,59246118,q,10q
ENSG00000170537,16,18983934,p,16p
ENSG00000090530,3,189956728,q,3q
ENSG00000239264,6,7881440,p,6p
ENSG00000134207,1,114089291,p,1p
ENSG00000100266,22,42835412,q,22q
ENSG00000146955,7,140404047,q,7q
ENSG00000077684,4,128809576,q,4q
ENSG00000122557,7,35632659,p,7p
ENSG00000137168,6,36854825,p,6p
ENSG00000046647,X,13998099,p,Xp
ENSG00000111961,6,148272304,q,6q
ENSG00000007545,16,1612337,p,16p
ENSG00000175634,11,67428460,q,11q
ENSG00000013563,X,154401236,q,Xq
ENSG00000213123,3,196291219,q,3q
ENSG00000055957,3,52777567,p,3p
ENSG00000120029,10,101845599,q,10q
ENSG00000106299,7,123681938,q,7q
ENSG00000014123,6,96521595,q,6q
ENSG00000125841,20,346705,p,20p
ENSG00000125686,17,39404285,q,17q
ENSG00000122390,16,3443649,p,16p
ENSG00000112335,6,108211222,q,6q
ENSG00000103966,15,41895933,q,15q
ENSG00000006634,7,87876216,q,7q
ENSG00000283526,9,131545520,q,9q
ENSG00000133740,8,85177154,q,8q
ENSG00000148218,9,113386304,q,9q
ENSG00000100991,20,34995209,q,20q
ENSG00000137312,6,30727709,p,6p
ENSG00000137869,15,51208057,q,15q
ENSG00000119682,14,74653437,q,14q
ENSG00000182612,17,81637171,q,17q
ENSG00000132554,8,99960936,q,8q
ENSG00000173714,17,50834650,q,17q
ENSG00000170836,17,60599735,q,17q
ENSG00000089682,X,107052095,q,Xq
ENSG00000114796,3,183635602,q,3q
ENSG00000177030,11,644224,p,11p
ENSG00000106144,7,143288215,q,7q
ENSG00000167880,17,76004502,q,17q
ENSG00000102312,X,48508574,p,Xp
ENSG00000157992,2,27442337,p,2p
ENSG00000155256,10,97737117,q,10q
ENSG00000164897,7,151081082,q,7q
ENSG00000018189,4,70704204,q,4q
ENSG00000136381,15,78437431,q,15q
ENSG00000102103,X,48890197,p,Xp
ENSG00000106615,7,151466012,q,7q
ENSG00000220205,17,8159149,p,17p
ENSG00000158050,2,96143166,q,2q
ENSG00000149262,11,77874418,q,11q
ENSG00000063761,14,77800064,q,14q
ENSG00000176731,8,85214048,q,8q
ENSG00000153574,2,88691642,p,2p
ENSG00000126562,17,42780610,q,17q
ENSG00000106268,7,2242203,p,7p
ENSG00000186260,16,14071058,p,16p
ENSG00000114956,2,73926794,p,2p
ENSG00000151466,4,128864921,q,4q
ENSG00000167524,17,28455752,q,17q
ENSG00000166415,15,53513741,q,15q
ENSG00000128602,7,129188511,q,7q
ENSG00000172794,17,74670578,q,17q
ENSG00000081320,2,196133583,q,2q
ENSG00000131323,14,102777326,q,14q
ENSG00000000003,X,100627108,q,Xq
ENSG00000170264,2,61824848,p,2p
ENSG00000104517,8,102250608,q,8q
ENSG00000173267,10,86955771,q,10q
ENSG00000122585,7,24284188,p,7p
ENSG00000085265,9,134903232,q,9q
ENSG00000196549,3,155024124,q,3q
ENSG00000070761,16,58113588,q,16q
ENSG00000127914,7,91940840,q,7q
ENSG00000185477,4,89236383,q,4q
ENSG00000138376,2,214725646,q,2q
ENSG00000171307,10,97446142,q,10q
ENSG00000138795,4,108047545,q,4q
ENSG00000169877,16,31527876,p,16p
ENSG00000081386,9,96754553,q,9q
ENSG00000184254,15,100861924,q,15q
ENSG00000086504,16,365916,p,16p
ENSG00000130713,9,130693721,q,9q
ENSG00000121058,17,56938199,q,17q
ENSG00000166432,X,101882288,q,Xq
ENSG00000100600,14,92703798,q,14q
ENSG00000184640,17,77280569,q,17q
ENSG00000078814,20,34955810,q,20q
ENSG00000025423,12,56751817,q,12q
ENSG00000133131,X,106813871,q,Xq
ENSG00000140297,15,59594875,q,15q
ENSG00000109182,4,48986162,p,4p
ENSG00000154269,6,131628292,q,6q
ENSG00000106367,7,101154352,q,7q
ENSG00000125827,20,7977346,p,20p
ENSG00000103855,15,73683966,q,15q
ENSG00000127580,16,684621,p,16p
ENSG00000198157,X,81112915,q,Xq
ENSG00000143845,1,204131062,q,1q
ENSG00000125844,20,17613678,p,20p
ENSG00000104866,19,45091396,q,19q
ENSG00000184924,2,24789728,p,2p
ENSG00000127928,7,93591329,q,7q
ENSG00000148399,9,137554444,q,9q
ENSG00000145996,6,20534447,p,6p
ENSG00000086991,11,89324353,q,11q
ENSG00000103024,16,1770317,p,16p
ENSG00000118640,2,85561562,p,2p
ENSG00000100316,22,39312870,q,22q
ENSG00000106244,7,99392048,q,7q
ENSG00000157933,1,2227388,p,1p
ENSG00000115163,2,26764289,p,2p
ENSG00000143839,1,204154815,q,1q
ENSG00000106266,7,2251770,p,7p
ENSG00000177981,12,48147789,q,12q
ENSG00000130202,19,44846175,q,19q
ENSG00000103489,16,17101769,p,16p
ENSG00000124370,2,71109684,p,2p
ENSG00000136856,9,127397138,q,9q
ENSG00000112118,6,52264011,p,6p
ENSG00000163864,3,139558709,q,3q
ENSG00000116824,1,116754370,p,1p
ENSG00000164252,5,77029251,q,5q
ENSG00000196503,4,56505209,q,4q
ENSG00000087274,4,2843576,p,4p
ENSG00000177301,1,110519837,p,1p
ENSG00000103154,16,83968244,q,16q
ENSG00000147251,X,118495814,q,Xq
ENSG00000115392,2,58159243,p,2p
ENSG00000103502,16,29858357,p,16p
ENSG00000049541,7,74223231,q,7q
ENSG00000163909,1,39623435,p,1p
ENSG00000126934,19,4090317,p,19p
ENSG00000156869,1,99703970,p,1p
ENSG00000113649,5,146447311,q,5q
ENSG00000120798,12,95020229,q,12q
ENSG00000144668,3,37452090,p,3p
ENSG00000162460,1,15742499,p,1p
ENSG00000140538,15,87859751,q,15q
ENSG00000116191,1,178725165,q,1q
ENSG00000141985,19,4360367,p,19p
ENSG00000101126,20,50888916,q,20q
ENSG00000184144,1,205042937,q,1q
ENSG00000127564,16,2968024,p,16p
ENSG00000129534,14,45203190,q,14q
ENSG00000181523,17,80206716,q,17q
ENSG00000188706,X,129803288,q,Xq
ENSG00000149679,20,62388630,q,20q
ENSG00000112531,6,163414000,q,6q
ENSG00000161958,17,7438265,p,17p
ENSG00000088888,20,3842694,p,20p
ENSG00000135046,9,73148874,q,9q
ENSG00000156469,8,96238169,q,8q
ENSG00000131746,17,40475828,q,17q
ENSG00000039987,19,12751702,p,19p
ENSG00000170854,3,97941815,q,3q
